USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
Ne_Me_Quitte_Pas,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
木青草易,高迪之城，同行小伙伴说这位伟大的设计师应该来自外星。巴特罗之家的柔软线条如海浪般涌动；下午两点的光影透过彩色玻璃，圣家堂美到令人眩晕。 ​,2019年12月30日 23:53,评论 4, 4,
Echo-Eco,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
九啊,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
维兹_cici,从圣家堂公园漫步走到了巴特罗之家，在门口的长凳上坐了好一阵子了，要不要进去看一看呢🤔。可这么长的队。。。🤔 2西班牙·巴特罗之家 ​,2019年12月30日 18:30,评论 , 1,西班牙·巴特罗之家
车速180,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
柯柠cristina,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , 1,
Onion1985,,2019年12月27日 17:06,评论 , ,
Marmelada,转发微博,2019年12月27日 17:06,评论 , ,
Albaaaaaa,//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
_ANAIRT,可爱的人们💕,2019年12月27日 17:06,评论 , ,
离不开虾滑的77,转发微博,2019年12月27日 17:06,评论 , ,
想改个名不知道改啥好,我要回去,2019年12月02日 18:42,评论 2, 1,
一麻袋的猪,转发微博,2019年12月27日 17:06,评论 , ,
Eddielaii,🙆🏻‍♂️//@口袋西语:很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 , ,
minozqiu-黄油拌饭,每天打扫工程量也是不小，不过在巴特罗之家里面打扫估计也蛮幸福的吧,2019年12月27日 17:06,评论 , 1,
纽轱辘面夫斯基,Repost,2019年12月27日 17:06,评论 , ,
手里一颗小橘子,我都听出来啦(≧ω≦)总有一天我也要去看！,2019年12月27日 17:06,评论 , ,
口袋西语,很温馨的视频 祝你们新年快乐,2019年12月27日 17:06,评论 1, 19,
Ray7chen-,一零年代的最后几天在巴塞罗纳的旅行✈️也圆满结束啦～出发回家～1⃣️巴特罗之家夜场2⃣️圣家堂（单单是图一二两个Gaudí 设计的建筑就足以不枉此行）3⃣️打卡巴塞超好吃日本拉面店 喷泉表演与在巴塞海滩日出🌅4⃣️打卡超有名海鲜店与中国火锅5⃣️杂 6⃣️巴塞海滩与同学们7⃣️凯旋门8⃣️一个爱心小石头9⃣️为了凑九张发一张自拍 2西班牙·巴塞罗那 #2020发现城市更多美# 2西班牙·巴塞罗那 2西班牙·巴塞罗那 2西班牙·巴塞罗那 2西班牙·巴塞罗那 2西班牙·巴塞罗那 收起全文d,2019年12月29日 23:17,评论 , 11,西班牙·巴塞罗那西班牙·巴塞罗那西班牙·巴塞罗那西班牙·巴塞罗那西班牙·巴塞罗那西班牙·巴塞罗那
TingaKa,到处都是高迪的建筑作品 米拉之家 巴特罗之家 圣家族大教堂 令人惊叹的艺术建筑 2西班牙·Barcelona Plaza ​,2019年12月29日 16:05,评论 , 1,西班牙·Barcelona Plaza
接近九点半,轉發微博,2019年12月27日 17:06,评论 , ,
wxh78939,分享旅行走世界 的@绿洲 动态:巴塞罗那 巴特罗之家 ✨💖💖💖✨ins:momentsofgregory O绿洲 ​,2019年12月29日 07:07,评论 , ,
舒陪我数数数月亮,【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~ ​,2019年12月29日 06:56,评论 , ,
一个有希望的霏材呀,日常2西班牙2019.12.28米拉之家→圣家堂→巴特罗之家食:海胆鹅肝牛排鱿鱼蛋糕樱桃😋 2西班牙 ​,2019年12月29日 05:30,评论 2, 5,西班牙西班牙
一颗生煎Plus,#日常##西班牙旅游# 圣诞旅行第二天🎄高迪系列：米拉之家+巴特罗之家+圣家堂🎄波盖利亚大市场：大樱桃🍒大草莓🍓第一次吃生蚝🦪🎄哥伦布纪念碑+海边: 被游客养得巨肥的大海鸥🙉落地窗海景公厕🎄排了一个多小时网红店Cerveceria Catalana: 鹅肝加牛肉绝了👌🏻 2西班牙 收起全文d,2019年12月29日 05:18,评论 5, 7,西班牙
