USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
巴特罗之家,#巴特罗之家# 点亮圣诞节彩灯！命运多舛的一年马上就要过去，希望新的一年，大家安康快乐。#世界遗产#圣诞季#博物馆奇妙夜##跟着微博看世界##巴塞罗那旅行##西班牙旅游# L巴特罗之家的微博视频 ​,11月30日 16:42,评论 2, 11,
bobbutton,#梦回西班牙#2018.10.5 Day2线条的艺术：巴特罗之家Casa Batllo ​,11月29日 16:14,评论 , ,
bobbutton,#梦回西班牙#2018.10.5 Day2童话的海洋：巴特罗之家Casa Batllo ​,11月29日 16:10,评论 , ,
旅行家小胡胡,巴塞罗那高迪的建筑巴特罗之家 ​,11月29日 14:10,评论 11, 10,
视界美景,【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~ ​,11月28日 13:02,评论 , ,
捷望舒Webster,【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~ ​,11月28日 04:51,评论 , ,
焦良葆传奇2_BD,【高迪的骨灰之家】巴特罗的家位于西班牙巴塞罗那市，以其奇特的造型而闻名。是建筑设计历史上的经典之一。真的是合拍着气做明信片呢。 ​,11月28日 04:05,评论 , ,
雅吉媒体培训,巴塞罗那高迪的建筑巴特罗之家 ​,11月27日 21:03,评论 , ,
巴特罗之家,#世界遗产# 巴特罗之家在世界反对家庭暴力日，点亮了紫色外墙！祈愿世界一切安好，用心对待身边人！ [LOVE] #国际反家庭暴力日##国际消除家庭暴力日# ​,11月26日 18:13,评论 2, 13,
微驴友约旅游,巴特罗之家——巴塞罗那#微云裳# ​,11月26日 10:30,评论 , 7,
旅行指南家,巴塞罗那高迪的建筑巴特罗之家 ​,11月25日 14:19,评论 , ,
彦斌抢,【高迪的骨灰之家】巴特罗的家位于西班牙巴塞罗那市，以其奇特的造型而闻名。是建筑设计历史上的经典之一。真的是合拍着气做明信片呢。 2淮南·钱家湖 ​,11月24日 05:21,评论 , ,淮南·钱家湖
她会唱老掉牙的情歌tq,【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~  2潍坊·现代中学 ​,11月23日 21:04,评论 , ,潍坊·现代中学
巴特罗之家,#巴特罗之家#  主厅的大落地窗，现在看起来也很潮。但在100多年前，高迪的这个大落地窗设计却有点惊世骇俗。 巴特罗太太喜欢俯瞰街景，自己却不想成为街景的一部分。 毕竟那个时代的住宅，并不太注重采光。这也是高迪建筑给时代留下的财富。#西班牙 #加泰罗尼亚 #巴塞罗那 #带着微博去旅游# L巴特罗之家的微博视频 收起全文d,11月23日 18:11,评论 1, 12,
踊跃D綦恒玉Barry,【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~ ​,11月21日 10:12,评论 , ,
gaoxinyue772,【高迪的骨灰之家】巴特罗的家位于西班牙巴塞罗那市，以其奇特的造型而闻名。是建筑设计历史上的经典之一。真的是合拍着气做明信片呢。 2东莞·锦绣旗峰 ​,11月21日 07:21,评论 , ,东莞·锦绣旗峰
卤煮好人,巴特罗之家 【华为主题 · 杂志馆】 巴特罗之家 O网页链接 ​,11月20日 17:37,评论 , ,
卑承基_86,【高迪的骨灰之家】巴特罗的家位于西班牙巴塞罗那市，以其奇特的造型而闻名。是建筑设计历史上的经典之一。真的是合拍着气做明信片呢。#挪威# 2蚌埠·禹王中学 ​,11月20日 16:53,评论 1, ,蚌埠·禹王中学
