USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
何跃同志,(7天)【欧洲圈圈游 恋上地中海】西班牙+葡萄牙7日循环游 米拉之家+圣家堂+阿尔罕布拉宫+弗拉明戈+罗卡角+托莱多（入住四星酒店+提供多地上下团、可升级机场车站接送和酒店延住服务）O网页链接 ​,2019年12月31日 22:43,评论 , ,
苏苏苏说-,2019最勇敢的自己在过山车上用英语给自己加油在南法的海滩学人家晒太阳在米拉之家遥望圣家堂在柜台关闭的时候赶上飞机回望2019 感恩所有 ​,2019年12月31日 17:23,评论 ,1,
三石一闲,#知闲成长史#2019.4.10 米拉之家的椅子，据说为了达到不同坐姿的舒适性，有请到裸模协助直到椅子符合人的坐姿习惯，自然而然达到功能与形式的完美统一，西方经典胡桃木，不仅使家具看起来亲切盈动，似乎华丽也有了归宿。 ​,2019年12月31日 17:01,评论 ,1,
hyqjoe,今天沿着格拉西亚大街游览，高迪盛宴继续。米拉之家有着波浪形的外部曲线，威严武士像的屋顶，和摆设精美的展览室。巴特罗之家更为精致，通过手机AR导览，动态展现房屋当年的陈设和动态的光影，观看体验极佳。高迪的建筑，无论是教堂、公园还是公寓，功能性和美学并重，将大自然的元素融入设计，建筑的雕塑醒很强。无论是整体还是细节，都做到最好、做到极致。中午的tapas餐厅，鹅肝和海鲜的质量极高，sangria很香。每天喝一杯西班牙果酒，让旅途更美好了一点。从马德里的圣米盖尔市场，到巴塞罗那的波盖利亚市场，这里是真正的酒池肉林，伊比利亚火腿挂满了店铺每个角落。巴塞罗那的旧港是海鸟的领地。夕阳西下，港口的桅杆融入余晖，结束巴塞罗那最后的夜晚。 2西班牙·巴塞罗那国际机场 收起全文d,2019年12月31日 16:32,评论 1,1,西班牙·巴塞罗那国际机场
jia灰灰,森林里的米拉之家，大海里的巴特略之家，高迪   艺术的天才 2西班牙·巴塞罗那 ​,2019年12月31日 15:28,评论 ,1,西班牙·巴塞罗那
lucia_fr,米拉之家的屋顶太迷人啦～ ​,2019年12月31日 04:18,评论 ,3,
夏日随晚风,米拉之家，高迪的另一代表作，居家住宅还可以这样设计 2西班牙·巴塞罗那 ​,2019年12月30日 21:23,评论 , ,西班牙·巴塞罗那
杨雅琴-life,今天是米拉之家上的🆒guy 2西班牙·巴塞罗那 ​,2019年12月30日 13:12,评论 4,4,西班牙·巴塞罗那
那时岁月,"🇪🇸巴塞罗那✔︎高迪建筑作品之一：米拉之家(Casa Milà)建于1906年至1912年间,富豪佩雷·米拉(Pere Milà）因欣赏高迪设计的巴特洛公寓,为和富孀 Roser Segimon 结婚，而请高迪设计的…… 2西班牙·米拉之家 ​",2019年12月30日 01:31,评论 ,2,西班牙·米拉之家
jia灰灰,今日出行 期待高迪的米拉之家 O绿洲 2西班牙·米拉之家 ​,2019年12月29日 19:44,评论 ,2,西班牙·米拉之家
BYsYvonne,不知为何~逛瓷房子时一直在想米拉之家，瓷房子虽不如米拉之家气派，不如后者有名气，但也是极具特色，精美绝伦的！ ​,2019年12月29日 18:39,评论 , ,
巴塞罗那的燕子,巴塞罗那吃喝玩儿 夜晚的米拉之家 2西班牙·巴塞罗那 L巴塞罗那的燕子的微博视频 ​,2019年12月29日 18:24,评论 ,1,西班牙·巴塞罗那
郁小萌,#小萌旅行日记# 米拉之家生来即是艺术真的是很好拍#带着微博去旅行#2西班牙·巴塞罗那 2西班牙·米拉之家 ​,2019年12月29日 17:27,评论 25,116,西班牙·巴塞罗那西班牙·米拉之家
TingaKa,到处都是高迪的建筑作品 米拉之家 巴特罗之家 圣家族大教堂 令人惊叹的艺术建筑 2西班牙·Barcelona Plaza ​,2019年12月29日 16:05,评论 ,1,西班牙·Barcelona Plaza
知名小咖,http://t.cn/AiH00qg5 这个叫Meera House(米拉之家)是由建筑师Guz设计，座落在新加坡圣淘沙岛(Sentosa)。每一个空间都是这么的绿色。这个家很生态，不知道住在里面的人们会是否有热带雨林的感受呢 @知名大鳄 ​,2019年12月29日 14:46,评论 , ,
雨天小鸽,来自米拉之家的生日礼 2日本 ​,2019年12月29日 10:10,评论 , ,日本
一个有希望的霏材呀,日常2西班牙2019.12.28米拉之家→圣家堂→巴特罗之家食:海胆鹅肝牛排鱿鱼蛋糕樱桃😋 2西班牙 ​,2019年12月29日 05:30,评论 2,5,西班牙西班牙
英国省钱快报,【社区攻略 | 西班牙🇪🇸7天巴塞罗那与马德里~】点击进入文章全文：O网页链接自己diy的签证，出签只花了4天。从利物浦机场出发到巴塞罗那两个半小时，瑞安航空机票异常便宜只花了300多人名币。巴塞罗那交通：从机场到城区公交车还是地铁都是4.9欧一张票，因为住的比较靠近景点，基本所有景点都是靠走。必须在网上订票的景点：圣家堂：O网页链接 基本票17欧米拉之家：O网页链接 学生票16.5大致路线加步行距离：Day1：巴塞罗那教堂-波盖利亚集市-小巴塞罗那海滩Barceloneta-孤独的星宿Passeig Maritim de la O网页链接 收起全文d,2019年12月29日 03:30,评论 10,40,
美梦成真-CC,拖延症明年一定得改喔！候机才想起整理西班牙拍的vlog！ 2成都·成都双流国际机场 L美梦成真-CC的微博视频 ​,2019年12月28日 23:20,评论 1, ,成都·成都双流国际机场
CauliflowerK,米拉之家 巴特罗之家 奎尔公园📷：FujiX100T#富士x100t# 2西班牙·巴塞罗那 ​,2019年12月28日 22:36,评论 9,16,西班牙·巴塞罗那
秀er啊,巴塞圣家堂 米拉之家马德里队丽池公园 德波神庙👣  🍽️ 💃腿要断了 但是吃的真的开心 2西班牙·马德里 ​,2019年12月28日 16:22,评论 2,5,西班牙·马德里
海曦是卡尔卡塔派不是梅索基亚派,田小状iPad插画课 86/88 设计独一无二的图案回忆西班牙之旅，给我影响很深刻的事情就是随处可见的多彩地砖。每天都可以看到各式各样的地砖：从住的民宿楼道到高迪的巴特罗之家，再到米拉之家，再到奎尔公园，到处都是多姿多彩的地砖。在南部格拉纳达著名的宫殿中，更是从地面到墙壁再到屋顶，无处不是令人目眩的拼接图案瓷砖装饰。以上是小状老师说的 我想说的是，一直想画万花筒，今天实现了这个愿望。 收起全文d,2019年12月28日 15:58,评论 ,1,
lindaowen121,高迪之城打卡，米拉之家、特德拉斯之家、维森斯之家、桂尔公园、高迪老宅，就像一座座童话宫殿散落在巴塞罗那各地。 ​,2019年12月28日 14:41,评论 ,1,
爱摄影的老兵,【巴塞罗那】不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！ ​,2019年12月28日 13:48,评论 , ,
Train铁小包,Procreate#田小状iPad插画课# @田小状 86/88 设计独一无二的图案我们的打卡活动已经接近尾声，回顾打卡，我们的第一天第一站，来到的是西班牙。今天，我们再次重返西班牙，回到梦开始的地方。回忆西班牙之旅，给我影响很深刻的事情就是随处可见的多彩地砖。每天都可以看到各式各样的地砖：从住的民宿楼道到高迪的巴特罗之家，再到米拉之家，再到奎尔公园，到处都是多姿多彩的地砖。在南部格拉纳达著名的宫殿中，更是从地面到墙壁再到屋顶，无处不是令人目眩的拼接图案瓷砖装饰。所以今天，我们就一起来设计这样的拼接图案，作为我们的打卡主题。我们会使用不同的思路，设计几种不同的图案。画这种图案的时候，放轻松来画就好，能有非常多不同的组合方式。常常会有这样的感觉：越放轻松，越能够得到出乎意料的好效果😁 收起全文d,2019年12月28日 12:52,评论 ,1,
Dxxxaisyeg,今天是上帝的建筑师——安东尼·高迪的建筑艺术之旅，他将建筑、自然、光影、现实与信仰融为一体。从巴特罗之家走出来，感叹这位建筑师的才华，直到走进圣家堂大教堂的那一刻，震撼到失去语言的能力的时候，才知道为什么他被称为天才，被称为上帝的建筑师，当最后到米拉之家洗礼结束，我深深的爱上了这位伟大建筑师的作品，我还会再来还要再来，我要见证这个伟大建筑完工的一刻。而今天我体会到巴黎圣母院被烧为什么是人类文明的浩劫了。 2西班牙·巴塞罗那 收起全文d,2019年12月28日 04:34,评论 ,2,西班牙·巴塞罗那
cutesnoopy亚,"米拉之家,像素蜜蜂首发,旅行O网页链接 ​",2019年12月27日 20:15,评论 , ,
乌蓬成梦璇却青,米拉之家-趁天台没人时的疯狂摆拍 ​,2019年12月27日 18:46,评论 ,2,
卧云听泉689,米拉之家很特别,2019年12月26日 21:20,评论 , ,
车砾,Hola Barcelona! 🇪🇸 Hola Alicia!💗@就是贤惠翾 📍巴塞罗那第一天建筑鬼才高迪设计的米拉之家&巴特略之家 2西班牙·巴塞罗那 ​,2019年12月27日 13:40,评论 1,22,西班牙·巴塞罗那
奔跑的小暴龍豬,Casa Milà 米拉之家米拉之家是高迪設計的最後一個私人住宅，常被稱為 La Pedrera(加泰羅尼亞語，意為“採石場”)。三面波浪型的牆面，扭曲迴繞的鐵條和鐵板構成的陽台欄杆、寬大的窗戶非常吸人眼球.米拉之家的六層、頂樓和屋頂陽台對外開放，樓頂的煙囪十分特別，在陽台上還可以俯瞰部分市區街道，遙望聖家堂。 2西班牙·巴塞罗那 收起全文d,2019年12月27日 02:52,评论 , ,西班牙·巴塞罗那
致远旅视,西班牙巴塞罗那米拉之家，别样的建筑风格，不同美的感受#不止旅行##旅游##风景##自然风光##365个旅行故事##带着微博去旅行# L宁宁微视的微博视频 ​,2019年12月26日 21:20,评论 ,2,
