USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
邵彦shaoyan,新年粉丝福利！卧游巴塞罗那！如果世上只有一座城市令你疯狂，那么它一定是巴塞罗那。在《世上只有一个巴塞罗那》中，你可一睹闻名于世的诸多安东尼•高迪的建筑奇想，见证中世纪宏伟的巴洛克宫殿与高耸肃穆的哥特教堂，亦可悠闲地漫步浪漫海滨与大道，欣赏华丽的街灯与长椅……（下面的图中就有高迪的代表作：封面及图10米拉之家，图5及图11圣家族教堂）一座城市有无数种打开方式，这次我们以水彩手绘的形式巡礼与致敬，由英国历史学家马库斯•宾尼携手水彩画艺术家格雷厄姆•拜菲尔德为你推介。百余幅铅笔与水彩画，让你在明丽跃动的色彩与线条中，触摸建筑的肌理，感受这座城市的历史与荣耀，致敬20世纪加泰罗尼亚现代主义建筑的光耀时代。水彩不像摄影那样浓烈清晰，而是像记忆那样隽永，模糊而悠长。世上只有一个巴塞罗那，但它属于每一个热爱绘画、热爱艺术、热爱建筑，热爱美的你！以巴塞罗那之名，唤醒你内心对建筑之美的向往与期待。关注我并转发微博，抽2人送出《世上只有一个巴塞罗那》各1本，快来参与吧~@中国画报出版社 收起全文d,2020年12月31日 17:11,评论 5, 5,
便能放眼画成oa,【风景旅行】巴塞罗那是西班牙第二大城市，是著名的高迪市。高迪在巴塞罗那留下了18件建筑杰作，包括盖勒公园、米拉之家、贝特洛之家和圣家教堂。巴塞罗那是古代文明和现代文明的完美结合，就像一座艺术宫殿；巴塞罗那队的主体育场就在这里，这里也是球迷的圣地。 ​,2020年12月29日 02:33,评论 , ,
风雨灵逸,【西班牙】弯弯曲曲的米拉之家，屋顶露台尤其怪异@新浪博客http://t.cn/A6qpwdzv ​,2020年12月28日 22:27,评论 , ,
谯晓兔,【巴塞罗那】不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！ ​,2020年12月28日 17:13,评论 , ,
马佳欣合778,【风景旅行】【巴塞罗那】不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！ ​,2020年12月27日 07:34,评论 , ,
用户6612744695,分享@南十字星丫丫 的@绿洲 动态：#这个冬天这么玩# 「巴塞罗那｜米拉之家」 米拉之家，高迪的经典作品之一，且是他所设...O绿洲 ​,2020年12月25日 10:32,评论 , ,
詹姆斯旁,发表了一篇转载博文《[转载]【西班牙】弯弯曲曲的米拉之家，屋顶露台尤其怪异》O[转载]【西班牙】弯弯曲曲的米拉之家，屋顶露台尤其怪异 ​,2020年12月25日 09:36,评论 , ,
心早已走远,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月25日 03:17,评论 , ,
胥窜亩胥,【风景旅行】【巴塞罗那】不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！ ​,2020年12月24日 23:04,评论 , ,
無爱瘋人,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。#旅游攻略# ​,2020年12月24日 21:15,评论 8, 5,
