USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
爱打瞌睡的大妈,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:58,评论 , ,
情人女性,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:54,评论 , ,
情感女性专家,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:54,评论 , ,
娱乐圈酱,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:54,评论 , ,
小雪笑了,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:54,评论 , ,
扒圈猪侠,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:53,评论 , ,
唐嫣的心思,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:53,评论 , ,
自娱哥,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,11月30日 20:51,评论 , ,
jiwu55,多么水彩手绘 成都九天楼。得名自诗仙李白，“今来一登楼，如上九天游。”建筑奇才高迪的米拉之家。流淌的音符与凝固的乐章凝固在扭曲起伏的楼面，铁花缠绕的阳台，让人发挥想像力。，参照游游照片，自画钢笔手抹米拉大楼局部。 2北京·望京花园东区 ​,11月29日 19:00,评论 1, 2,北京·望京花园东区
环韩丹乚,巴塞罗那是西班牙第二大城市，是著名的高迪市。高迪在巴塞罗那留下了18件建筑杰作，包括盖勒公园、米拉之家、贝特洛之家和圣家教堂。巴塞罗那是古代文明和现代文明的完美结合，就像一座艺术宫殿；巴塞罗那队的主体育场就在这里，这里也是球迷的圣地。#爱上这座城# ​,11月29日 17:06,评论 1, ,
