USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
伊尘Rudy,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队天空510主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月31日 16:15,评论 , ,
芳心纵火职业犯,📍Barcelona 高迪建筑📍地点：圣十字圣保罗🏥 圣家堂⛪️巴特罗之家 米拉之家 桂儿公园 海滩📍美食：海鲜饭 墨鱼饭 小天使冰淇淋 2西班牙·巴塞罗那 ​,2018年12月31日 08:41,评论 , 6,西班牙·巴塞罗那
MuRinG的胃,🎈巴塞罗那古埃尔公园&米拉之家 2西班牙·巴塞罗那 ​,2018年12月31日 06:59,评论 1, 7,西班牙·巴塞罗那
listeeeeeeen,day14  晚起去坐火车嘻嘻嘻✨维也纳放晴了可惜我们要走了 好久没见这么好的天了✨？？？维也纳去机场的小火车也不用打票？感觉受到了欺骗🙁✨奥地利人在火车上真滴不靠谱啊  坐11：45的s7火车 一开始说延迟五分钟 fine  49到了一班火车 刚把箱子抬上去听见车上人说这辆车不去机场，去机场的取消了  wtf？？？✨维也纳机场好绕又好大 候机厅有家buffet 闻着香香的咖喱味太幸福了✨这班飞机上全是西班牙人hhh 都是趁着圣诞假期出国来感受寒冷的吧✨回到了温暖的西班牙！路过巴宝莉巴特罗之家找到了宾馆 哇超级尴尬订了个混合间 用booking一定要注意没有标清女生间的都是混合间！！混合间！！！屋里有个乌克兰姐姐 有个挺礼貌的男生 还有俩昼伏夜出的男的emmmm 隔壁还有个香港女生日本女生✨不过这个青旅位置绝了 楼下mac 对门zara 祖马龙 muji 旁边路口米拉之家巴特罗之家👍👍👍燃起了我的购物欲（如果有钱就好了）✨巴塞之旅开始啦！ 收起全文d,2018年12月31日 05:10,评论 , ,
思天QQTw05_b04萌,#旅游风景#【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月31日 03:53,评论 , ,
变身伪睿山电车的蓝蓝,又是一个“八年”打卡，人生中太多“做完就可以去死”事件了，list上又划掉一项。没提前买票所以没能进去看到教堂内部，但米拉之家很可爱，不圆满都很好，下次再来。走在风一点都不冷的人群里有一瞬间觉得满足感达到峰值，不能再近了，再近就远了。 ​,2018年12月31日 02:16,评论 15, 1,
Once倩,Tour de Gaudí 3 - La Pedrera 米拉之家，灵感来自于士兵的盔甲，是高迪设计的最后一个私人住宅，延续了对曲线的热爱，屋顶高低错落，而整栋建筑如波涛汹涌的海面，极富动感，它本身建筑物的重量完全由柱子来承受，不论是内墙外墙都没有承受建筑本身的重量，建筑物本身没有主墙，所以内部的住宅可以随意隔间改建，建筑物不会塌下来，而且，可以设计出更宽大的窗户，保证每个公寓的采光。 2西班牙·米拉之家 收起全文d,2018年12月31日 02:09,评论 , 1,西班牙·米拉之家
麦麦今天多喝水了吗,#张韶涵##美丽的游离# 2018.12.20-21 西班牙Barcelona张韶涵同款打卡 圣家堂→奎尔公园→米拉之家高迪真的是设计鬼才2010年《美丽的游离》到2018年圣诞节 向往了多年的西班牙终于见面啦不知不觉已经过去那么那么久了 期待2026年圣家堂竣工 总有理由再次相见 2西班牙·巴塞罗那 收起全文d,2018年12月31日 02:00,评论 4, 14,西班牙·巴塞罗那
Meiiuh,ᴊᴏᴜʀɴᴇʏ ɪɴ sᴘᴀɪɴ  ᴠᴏʟ.09📍米拉之家 Casa Mila     -安东尼奥·高迪▫️米拉之家屋顶上是一个个戴着面具的守卫者，如果说巴特罗之家是以海洋为主题，感觉米拉之家是沙漠的意向。▫️公寓室内超级像《了不起的麦瑟尔夫人》女主家的排布，主厅厨房佣人间主人间婴儿房衣帽间还有入户电梯，感觉像是进入了电视剧里的场景～ 收起全文d,2018年12月31日 01:56,评论 , 14,
蔡韵Iris,#iris漫游# 这次来巴塞罗那一点都不劳顿，很大原因多亏体贴的@加泰罗尼亚旅游官网 安排的这家Hotel Majestic!! 👑（看他们手写了欢迎信，服务超细心der～）这可不是一家普通的五星级酒店，因为：1.它地处最最市中心的商业街「格拉西亚大道」 2.出门无论向左走👈🏻还是向右👉🏻走，巴塞最著名的「巴特罗之家」和「米拉之家」竟然都只是2-3分钟的步行路程！😱 3.上个月刚刚获得「全欧洲最好吃的早餐」的殊荣（品种真的炒鸡丰富噢，最关键的竟然提供一公斤2000+ RMB的正宗伊比利亚火腿！！）而且，今年恰好就是Hotel Majestic开业100年之际。然后我就成为它（很可能是）第一个邀请入住的旅行KOL? 因为加泰罗尼亚旅游局的帅大叔说他工作了十多年往往返返，始终还没有入住过！真的是被幸运砸到。你看酒店的顶层，直接可以遥望地标「圣家堂」。第③张照片这里，是不是超适合晚上办泳池趴~[米奇喜欢][米奇爱你] 攒好预算，下次来巴塞罗那推荐你住在这里超省心！西班牙旅行#加泰罗尼亚#酒店#2018中欧旅游年# @欧洲旅游委员会 收起全文d,2018年12月30日 23:24,评论 15, 6,
