USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
轻夏idler,巴塞罗那圣家族大教堂，简称圣家堂（Sagrada Família），是西班牙建筑大师高迪的毕生代表作。教堂的设计充满了大自然的灵感，高柱就像直耸入高空的大叔，彩绘玻璃则似阳光照耀下的树叶般绚丽多姿，生机盎然。 ​​​​,2017年08月15日 21:52,评论 , ,
-楊桐-,看展馆需要耐心。去年团队行里一人因事或无法及时赶到参观西班牙的圣家堂，头就把票给了别人。结果她提前在十二点时赶到已无济于事。在圣家堂对面公园里面等了一下午，之后大家一起回去。面对排队买票的浩瀚人海，事后得知圣家堂的票是提前网上预约的。附图是在热那亚的美术馆排队一个半小时的情景。 ​,2017年08月15日 20:17,评论 2, 3,
ukase鄂S,巴塞罗那这座城市出了毕加索，出了米罗，但是，似乎更多的人愿意称这座城市为高迪之城。巴特洛之家、米拉之家、高迪公园、桂尔宫...高迪设计的建筑让人感受到这个建筑家的天才创意，而圣家堂更是让高迪彻底神化，也让圣家堂携手高迪成为这座城市不老的传说。 ​​​​,2017年08月15日 17:30,评论 , ,
WHITE_SHERRY,喜欢高迪的建筑 圣家堂真的太美了 2西班牙·巴塞罗那 ​,2017年08月15日 17:27,评论 2, 6,西班牙·巴塞罗那
ImRuKii,高迪叹为观止不能错过的圣家堂⛪️巴塞罗那的缩影'米拉之家'现在看来建筑设计理念也是超前和时髦的 2西班牙 ​,2017年08月15日 17:24,评论 , 11,西班牙
lemon556699,巴塞罗那的高迪建筑之一——圣家大教堂阳光中的圣家堂，美的令人窒息，真的无法用语言形容，阳光照射进来，冷暖两色分明。 ​,2017年08月15日 17:16,评论 , 1,
慕月瑟未央,巴塞罗那这座城市出了毕加索，出了米罗，但是，似乎更多的人愿意称这座城市为高迪之城。巴特洛之家、米拉之家、高迪公园、桂尔宫...高迪设计的建筑让人感受到这个建筑家的天才创意，而圣家堂更是让高迪彻底神化，也让圣家堂携手高迪成为这座城市不老的传说。 ​​​​,2017年08月15日 17:13,评论 , ,
广视频,#看世界#【广视频记者带你走进圣家族大教堂】到了巴塞罗那，有一个地方都要去看看的，就是圣家族大教堂。这是西班牙著名的“塑性建筑流派”代表人物安东尼奥·高迪的遗作，这是他一生中最主要最伟大的作品，也是他心血的结晶、荣誉的象征，更成为了巴塞罗那永久的荣耀，每年都会吸引很多很多的游客来此参观。圣家堂的建设进展缓慢，仅靠个人捐赠和门票收入维系，中间又受西班牙内战干扰，在二十世纪五十年代间的建造时断时续。2010年，建设的进程过半，然而整个建筑过程中最大的一些挑战还是没有解决，预计在2026年，即高迪逝世的百年纪念之时，教堂才会完工。（广州日报全媒体记者 郑婕）L广州日报的秒拍视频 收起全文d,2017年08月15日 16:56,评论 , 7,
鬼契Spiritdoll,我发表了头条文章:《Spiritdoll鬼契人型 黑天鹅 西班牙圣家堂外景》 OSpiritdoll鬼契人型 黑天鹅 西班牙圣家堂外景 ​,2017年08月15日 09:06,评论 5, 72,
后该悟厉,巴塞罗那圣家族大教堂，简称圣家堂（Sagrada Família），是西班牙建筑大师高迪的毕生代表作。教堂的设计充满了大自然的灵感，高柱就像直耸入高空的大叔，彩绘玻璃则似阳光照耀下的树叶般绚丽多姿，生机盎然。 ​​​​,2017年08月15日 07:48,评论 , ,
们锐画杯,巴塞罗那圣家族大教堂，简称圣家堂（Sagrada Família），是西班牙建筑大师高迪的毕生代表作。教堂的设计充满了大自然的灵感，高柱就像直耸入高空的大叔，彩绘玻璃则似阳光照耀下的树叶般绚丽多姿，生机盎然。 ​​​​,2017年08月15日 07:48,评论 , ,
ParafarmaciaSaludable,女神 我也在圣家堂,2017年08月14日 14:55,评论 , ,
大眼睛0Pz822,巴塞罗那圣家族大教堂，简称圣家堂（Sagrada Família），是西班牙建筑大师高迪的毕生代表作。教堂的设计充满了大自然的灵感，高柱就像直耸入高空的大叔，彩绘玻璃则似阳光照耀下的树叶般绚丽多姿，生机盎然。 ​​​​,2017年08月15日 06:12,评论 , ,
上一抹残香,巴塞罗那这座城市出了毕加索，出了米罗，但是，似乎更多的人愿意称这座城市为高迪之城。巴特洛之家、米拉之家、高迪公园、桂尔宫...高迪设计的建筑让人感受到这个建筑家的天才创意，而圣家堂更是让高迪彻底神化，也让圣家堂携手高迪成为这座城市不老的传说。 ​​​​,2017年08月15日 06:05,评论 , ,
越漠流沙u,第二张是巴塞罗那的圣家堂吗,2017年08月14日 14:55,评论 , ,
忘记微博名,震撼 无法用语言形容圣家堂的美！ 2西班牙·巴塞罗那 ​,2017年08月15日 03:19,评论 , 1,西班牙·巴塞罗那
