USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
无限可能超厉害Amoy,分享@杨静Jackie 的@绿洲 动态：#PO主养成计划# 「西班牙圣家堂的花窗」 圣家堂，唯一一座在建建筑就被列为世界文化...O绿洲 ​,11月30日 15:40,评论 , ,
Rolling底片,圣家堂太美了！转过的国家城市里巴塞罗那的教堂⛪️最有设计感最震撼！ LRolling底片的微博视频 ​,11月30日 15:14,评论 , 2,
黄猫一梦,在巴塞罗那最喜欢做的事情就是坐在圣家堂到圣保罗的那条对角线大街上 看着来来往往的人 好像可以看到过去 也可以看到未来 不知不觉间热泪盈眶 ​,11月30日 03:56,评论 2, 4,
如也也也,2026相约修建好的圣家堂,11月29日 18:30,评论 , 3,
bobbutton,"#梦回西班牙#2018.10.5 Day2出了圣家堂，信步来到今天的第二站，米拉之家Casa Mila。“米拉之家是高迪设计的最后一个私人住宅，占地1,323平方米，有33个阳台，150扇窗户，3个采光中庭（2个大中庭，1个小天井），6 层住宅，1层顶楼（阁楼），1个地下停车场，共有3个门面，两个正门入口，一个在格拉西亚大道上，一个在普罗班萨街上。米拉之家屋顶阳台有30个奇特的烟囱，2个通风口，与6个楼梯口。塔状的楼梯口形状最大，螺旋梯里面暗藏水塔。米拉之家屋顶高低错落，而整栋建筑如波涛汹涌的海面，极富动感。屋顶是奇异的烟囱和通风管道。”“走进大楼里面，柔和的曲线美渗透在每个细节中。通向主楼层的流线型楼梯扶手就有如从楼上流淌下来的一条蜿蜒小溪。这儿除了地板，组成楼梯，门窗，阳台，天花板，阁楼，烟囱的每一根线条都是弯曲流畅的，每一个转折都是圆润光滑的，每一个平面都是起伏不平的。” 收起全文d",11月29日 13:27,评论 , ,
Leucothea人类黄色主义,单是一个圣家堂就可以让艺术人发疯,11月29日 11:31,评论 , ,
bobbutton,#梦回西班牙#2018.10.5 Day2圣家堂（Basílica de la Sagrada Familia）的光与影 ​,11月29日 11:08,评论 , ,
bobbutton,#梦回西班牙#2018.10.5 Day2圣家堂（Basílica de la Sagrada Familia）内部 ​,11月29日 10:57,评论 , ,
bobbutton,#梦回西班牙#2018.10.5 Day2今天主要是高迪之旅，昨天入住了圣家堂附近的加泰罗尼亚圣家堂酒店，步行可达。网上提前预约了圣家堂的9点场，这座高迪的遗世之作，巧妙地借鉴了自然、几何、光线等元素，不同于外表的繁复，教堂内部意外地干净清爽，对非宗教人士也特别友好。因为时间关系，这次未能登塔，留了一丝缺憾，希望下次有机会可以闭环。圣家堂（Basílica de la Sagrada Familia）外景 收起全文d,11月29日 10:45,评论 , ,
牙医小小徐,分享ScarlettH 的@绿洲 动态：#PO主养成计划# 「巴塞罗那 | 圣家堂 | 光」 如果说摄影是一门用光的艺术，那么高迪如果...O绿洲 ​,11月29日 04:26,评论 , ,
谁都不能管我,怎么说，圣家堂的设计复杂到我看着文字解说也想不明白的程度。明明每个字都认识，组合起来就看不懂了我后悔选了高迪的作品 ​,11月29日 03:27,评论 2, ,
ScarlettH爱趴趴_最爱花开,#PO主养成计划#巴塞罗那 | 圣家堂 | 光 如果说摄影是一门用光的艺术，那么高迪如果放到现代也注定会是一个摄影大家~ 圣家堂的光被精心设计过：透过彩色玻璃，绿色的、橙色的、红色的、蓝色的光，带着玻璃上蕴含的宗教故事，精心呈现于游客的眼中。虽然地域不同、信仰不已，但是感动是想通的~ 感谢高迪，带来这又一个奇迹。 O绿洲 2西班牙·圣家大教堂 收起全文d,11月29日 00:20,评论 1, 1,西班牙·圣家大教堂
_donutdefresa,山的另一边就是圣家堂 2西班牙·巴塞罗那 ​,11月29日 00:15,评论 2, 2,西班牙·巴塞罗那
人在旅途的Gao,发表了博文《我在巴塞罗那致敬高迪--圣家堂》高迪的巅峰之作当属圣家堂，全称为”神圣家族大教堂“，它是一座超越了一般意义的建筑，是巴塞罗那城市的象征。圣家堂始建于1882年，这是一座未完成的教堂，是世界上唯一一座还未完工就被列为世界文化遗产的建筑。O我在巴塞罗那致敬高迪--圣家堂 ​,11月27日 23:49,评论 , ,
浩浩留学马德里租房菌,🔵巴塞整租，圣家堂凯旋门附近房子为三室一厅，家具家电齐全拎包入住交通购物便利，租金欢迎咨询西班牙留学#西班牙留学##板鸭房源#西班牙租房巴塞罗那#巴塞罗那租房# ​,11月27日 23:41,评论 , ,
若比邻海外咨询LynnChen,🇪🇸西班牙圣家族大教堂又译作神圣家族大教堂，简称圣家堂，是位于西班牙加泰罗尼亚巴塞罗那的一座罗马天主教大型教堂，由西班牙建筑师安东尼奥·高迪（1852–1926）设计。尽管教堂还未竣工，但已被联合国教科文组织选为世界遗产。2010年11月，教皇本笃十六世将教堂封为宗座圣殿。#西班牙旅行##西班牙圣家堂##圣家堂##西班牙移民##钟南山称已出现同患流感和新冠病例##张艺谋说刘浩存是周冬雨接班人##特朗普称要离开白宫# L若比邻海外咨询LynnChen的微博视频 收起全文d,11月27日 16:52,评论 1, ,
每天亿遍,西班牙圣家堂欧洲最大烂尾楼！建筑师高迪认为他的客户上帝并不着急。130年呕心沥血建造美到叹为观止#走心视频# L每天亿遍的微博视频 ​,11月27日 15:57,评论 , 5,
艺术设计史论,圣家族大教堂始建于1882年，后高迪于1883年接手主持工程，融入自己的建筑设计风格、哥特式和新艺术运动的风格进行了建设。高迪将他的晚年投入了教堂的建设，直至73岁（1926年）去世时，教堂仅完工了不到四分之一。圣家堂的建设进展缓慢，仅靠个人捐赠和门票收入维系，中间又受西班牙内战干扰，在二十世纪五十年代间的建造时断时续。2010年，建设的进程过半，然而整个建筑过程中最大的一些挑战依旧未被解决。预计于2026年，即高迪逝世的百年纪念之时完工。 收起全文d,11月27日 12:03,评论 , ,
艺术设计史论,圣家族大教堂始建于1882年，后高迪于1883年接手主持工程，融入自己的建筑设计风格、哥特式和新艺术运动的风格进行了建设。高迪将他的晚年投入了教堂的建设，直至73岁（1926年）去世时，教堂仅完工了不到四分之一。圣家堂的建设进展缓慢，仅靠个人捐赠和门票收入维系，中间又受西班牙内战干扰，在二十世纪五十年代间的建造时断时续。2010年，建设的进程过半，然而整个建筑过程中最大的一些挑战依旧未被解决。预计于2026年，即高迪逝世的百年纪念之时完工 收起全文d,11月27日 11:59,评论 , ,
