USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
adele179,“违建”137年！西班牙教堂终于拿到许可证（组图）——当地时间6月7日，位于西班牙巴塞罗那的“圣家族大教堂”（又称圣家堂）在官网宣布，在历经137年后，终于获得官方核发建造执照。图为“圣家族大教堂”资料图片。 O“违建”137年！西班牙教堂终于拿到许可证 ​,2019年06月10日 22:46,评论 , ,
Dorte梦空间,1926年的今天6月10号，高迪在从圣家堂下班的路上被马车撞倒去世，这位上帝建筑师留下的圣家堂历经九十多年至今仍在修建中，圣家堂的种种奇伟与自然的光影浑然一体，官方预计在2026年设计师高迪去世一百周年的时候会竣工 ​,2019年06月10日 22:19,评论 2, 10,
浔江boating,转发微博,2019年06月10日 10:17,评论 , ,
我是珊大王,#两牙旅记# 时隔7年再去圣家堂，还是没有造好。感觉和7年前也没差什么。这次有功夫细瞅外立面了。 ​,2019年06月10日 21:50,评论 , 4,
双子栗儿,“违建”137年！西班牙教堂终于拿到许可证（组图）——当地时间6月7日，位于西班牙巴塞罗那的“圣家族大教堂”（又称圣家堂）在官网宣布，在历经137年后，终于获得官方核发建造执照。图为“圣家族大教堂”资料图片。 O“违建”137年！西班牙教堂终于拿到许可证 ​,2019年06月10日 21:44,评论 , 1,
茶蛋薏米煮牛肉,马个酒店（马了有什么用？）//@keely_姬:and 你们看到图1背景的圣家堂了吗！！！！！这个酒店超棒的！！！！,2019年06月10日 12:42,评论 , ,
东洋没有之花,那时候没有去心心念念的圣家堂真的好可惜，看到高迪的建筑都不想走，所以告诉自己如果再想去西班牙就要先学会西班牙语🇪🇸加油呀💪🏻,2018年07月24日 03:35,评论 , 1,
helene_wanzi,转发微博,2019年06月10日 13:02,评论 , ,
chloe珵珵,终于不违法了,2019年06月10日 13:02,评论 , ,
1043建楼读报,转发微博,2019年06月09日 19:52,评论 , ,
相思相望不相赞,“违建”137年！西班牙圣家堂终于拿到许可证 - 当地时间6月7日，位于西班牙巴塞罗那的“圣家族大教堂”（又称圣家堂）在官网宣布，在历经137年后，终于获得官方核发建造执照。圣家堂是西班牙建筑巨匠高迪的毕生力作，于1882年开始动工兴建，每年吸引超过400万游客参观，...... O网页链接 ​,2019年06月10日 18:51,评论 , 1,
虎葵Hug,@Crys杀想 說好的一起去。,2019年06月10日 13:02,评论 4, 1,
