USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
七断路西法,初恋那件小事#初恋那件小事大结局# 秋夏度假篇小剧场（二）这一Part有三千九百字，依然诚意。在外面没空编辑，粗糙发送了抱歉，早上发评论说了，要外出，以后也忙，隔两天更也不一定。顺利的话，下次是后天下午五点之后。十二月，继续抛糖，预祝周末愉快。Always 之前的七断糖文汇总（没看过的小盆友记得连起来看更流畅哦）（一）秋夏度假篇上O网页链接秋夏度假篇中（part1）O网页链接秋夏度假篇中（part2）O网页链接秋夏度假篇下（part1）O网页链接秋夏度假篇下（part2）O网页链接秋夏度假篇下（part3）O网页链接秋夏度假篇下（part4）O网页链接秋夏度假篇下（part5）O网页链接秋夏度假篇下（part6完结）O网页链接秋夏度假篇小剧场（一）O网页链接（未完待续）（二）复合公开小彩蛋O网页链接（三）圣家堂篇下O网页链接 收起全文d,2019年11月30日 17:55,评论 91, 304,
Jiangdoudou,【冬游巴塞罗那之高迪建筑(上）】高迪设计圣家堂的初衷是为了穷人。某日他在圣家堂监修后去做礼拜，路上出了车祸，因为穿着破旧被当作流浪汉而耽误了救治，不幸离世。这个故事哀得有寓言意味。 ​,2019年11月30日 15:44,评论 2, 8,
鬻罷笩你不会念,我好爱圣家堂 ​,2019年11月30日 14:45,评论 2, 2,
SheaLlli,#2020最想去的地方#巴塞罗那，大学的flag，想看一看百周年之前的圣家堂，平常日子里的巴塞罗那 ​,2019年11月30日 12:56,评论 , 1,
_GloriaJ,# 第一次在一个建筑面前感到惊叹和震撼 圣家堂大概是最美的教堂了吧⛪ 2西班牙·圣家大教堂 ​,2019年11月30日 05:08,评论 4, 21,西班牙·圣家大教堂
i时尚官方微博,巴塞罗那圣家堂——被誉为“上帝的建筑师”安东尼·高迪·科尔内特的遗作，是他宗教理想与建筑理想合二为一的作品。运用曲线、光影、自然形态铸造了童话般的世界，缔造了属于巴塞罗那的文明浪漫。。。 ​,2019年11月30日 02:26,评论 , ,
颖火虫Claire,#遇见绿洲#来一起聆听下圣家堂的管风琴演奏和唱诗吧！ 非常幸运的一天，不仅买到了圣家堂的门票，还听到了一年当中为数不多的几次管风琴演奏和唱诗，高亢悠扬的歌声在教堂内久久的萦绕回荡！ O绿洲 L颖火虫Claire的微博视频 ​,2019年11月30日 01:33,评论 , ,
昆明市公租房公司,【10月“平凡的愿望”有奖征集获奖作品展示（三）| 有奖征集】蜜月期间游览巴塞罗那圣家堂大教堂 作者：戴汇辰 作品简介：当身处圣家堂大教堂脚下时，确实被这座世界遗产的瑰丽所震撼。我不信仰任何宗教，但同样能感受到这座建筑散发的神圣气息，更是被这座建筑本身的恢弘气势及其背后的历史深深折服。始建于1882年的圣家堂大教堂出自著名设计艺术家高迪之手，他以独有的建筑艺术理念为后人留下了这座奇迹。历经百余年的不断建造，这座大教堂预计在2026年正式竣工，以纪念伟大的艺术家高迪逝世100周年。希望它能按计划顺利竣工，也希望届时能够再次和家人一起来到巴塞罗那，目睹这座教堂的完整面貌，当然，肯定要去诺坎普球场和巴萨一起再次狂欢。 2昆明 收起全文d,2019年11月29日 20:59,评论 , ,昆明
昆明市公租房公司,【10月“平凡的愿望”有奖征集获奖作品展示（三）| 有奖征集】人生而平凡，并且在平凡中创造着自己的价值，我们用平凡的脚步也可以走出伟大的征程，我们用一个个“平凡的愿望”，汇聚成共同的“中国梦”！“平凡的愿望”也属于全世界，今天，让我们跟随这些“平凡的愿望”来到巴塞罗那，感受圣家堂大教堂散发的神圣气息以及巴萨红蓝军团为梦想拼搏的信仰。 2昆明 收起全文d,2019年11月29日 20:58,评论 , ,昆明
D3欧洲街,9000RMB游西班牙，超级好玩又省钱的10日游~……机票：广州白云机场——巴塞罗那机场（往返4032 RMB）签证：自助办理675RMB汇率：1欧≈7.7RMB行程（一些需要门票的景点最好提前购买）：☑ 巴塞罗那：这个城市具有两千年古老历史，其别具风格的建筑及艺术吸引了无数游人，我来这也被他的艺术给吸引了。作为无可争议的现代主义之都，巴塞罗那拥有许多大师之作。其中高迪的作品绝对是优尚之选。打卡景点：圣家堂、古埃尔公园、巴特罗之家、米拉之家、诺坎普球场最佳购物地：巴塞罗那机场（李佳琦所有色号口红都有！）、感恩大道（所有奢侈品基本都有）、对角线一条街（货最全的一条街）、英国宫（奢侈品很多，很有特色的西班牙连锁百货）、La Roca打折村（常年大牌4-6折）。推荐购买：口红、Gucci、香奈儿、腕表（用D3欧洲街直接折价1/3）。☑ 马德里：马德里是个适合步行漫游的城市，从太阳门往西比列斯广场，或从大广场往王宫方向，沿途尽是古迹和博物馆。东方宫和普拉多画宫是世界闻名的艺术殿堂，市内街心公园里喷泉众多，广场各具特色。打卡景点：马德里王宫、太阳门广场、丽池公园、普拉多博物馆。最佳购物地：马德里英国宫、Las Rozas打折村（常年大牌4-6折）、格兰大道（马德里的百老汇）。推荐购买：腕表、珠宝等奢侈品（退税高，用D3欧洲街也有很大优惠）☑ 塞维利亚：弗拉门戈舞的发源地，1992年世博会的举办地，著名的文学之城——种种荣誉让这座城市充满魅力。塞维利亚到处是故事，唐璜、卡门、哥伦布、堂吉诃德。打卡景点：西班牙广场、塞维利亚大教堂、塞维利亚王宫、圣十字区(塞维利亚)最佳购物地：西尔皮斯街（集现代车轨、古代马车为一体的购物街）、尼维弘购物中心(买包必逛之地)推荐购买：纪念品、包包门票合起来花费大概好像1500RMB左右交通费用：城际大巴票费：36欧其他交通可以使用公交或者“滴滴”（2公里大概10欧，所以我基本全靠“运动”）吃饭费用：对于吃遍天下包括吃掉福建人的广东人来说，这里的饭emmm……管饱就好，当然还有一些非常不错有特色的美食的。。。每顿基本100RMB，共计2400RMB左右住宿：住宿就住青旅，自己一个人旅行住青旅反而更有安全感，而且到此旅行的朋友都非常有意思，可以交流信息，很多景点都是他们提给我的。费用差不多平均100RMB一晚，共计900RMB左右。加起来零零碎碎就差不多9000RMB了~不过不算购物的哦，购物的话本来还想买个钱包的，但在国内钱包好像被马云爸爸给消灭了，于是自己就买了一只萧邦的Alpine eagle，谁叫我还是表迷~（文字来源：一名帅气的D3欧洲街用户）#西班牙旅行# #欧洲旅行# #欧洲旅游# #肖战喜欢的大老鼠是竹鼠# #巴塞罗那# #马德里##杨幂故宫复古毛衣# 收起全文d,2019年11月29日 19:47,评论 1, 1,
