USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
XINYUEHUANG,🌈走进圣家堂，即使拥挤嘈杂也能让你瞬间沉浸于它流光溢彩的美仿佛置身于茂密的森林🎨每一个高耸的柱子每一幅有故事的雕塑每一扇阳光透过的玻璃窗神圣 敬畏 膜拜⛪️静候2026 ​,2019年03月31日 17:14,评论 1, 1,
一页漂舟,#一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： O网页链接 收起全文d,2019年03月31日 16:29,评论 , ,
别看狗七,原本从美丽壮观精致·圣家堂出来要去看日落的，到山上找不到地方，问路又听不懂西语，等我们到了太阳已经在照亮别人的梦。没文化真的好可怕我觉得我还是适合英国。 ​,2019年03月31日 09:06,评论 4, 5,
闹闹叮,复活节第一站巴塞罗那【高迪之城】❤️集所有自然元素为一体的圣家堂⛪️真是欧洲教堂中最惊艳没有之一👏吃了让灵魂颤抖的西班牙海鲜🦞喝了入口就会爱上的Sangria 🍷果真西班牙没有让我失望脚疼腰疼也愿意🧡 2西班牙·巴塞罗那 ​​​,2019年03月31日 05:42,评论 4, 13,西班牙·巴塞罗那
云蕾_Ansha,暴走一天的巴塞罗那建筑之旅：巴特罗之家-米拉之家-圣家堂-古埃尔公园，还顺道看了高迪师傅的圣保罗十字医院，对于认为在直线条中赋予变化，强调空间利用的我来说，接受了一场曲线也是不错选择的再教育之旅～ 2西班牙·巴塞罗那 ​,2019年03月31日 04:14,评论 1, 1,西班牙·巴塞罗那
云蕾_Ansha,@圣家堂 2西班牙·巴塞罗那 ​,2019年03月30日 23:17,评论 , ,西班牙·巴塞罗那
EU商学院,SagradaFamília #圣家堂# 是坐落于巴塞罗那由加泰罗尼亚#建筑师##安东尼高迪#设计的大型#罗马##天主教堂#。该建筑被列入#联合国教科文组织世界遗产# 圣家堂始建于1882年，后由高迪接手主持建造。据说它将在2026年完工。期待！访问#EU商学院#官网，了解更多校园资讯O网页链接西班牙·巴塞罗那[地点]# 收起全文d,2019年03月30日 21:04,评论 , 1,
朱美云,发表了博文《写在告庄西双景》写在告庄西双景告庄西双景景洪城中城满街是硕壮的大象雕塑到处是迷人的傣泰风情仿佛来到西班牙圣家堂雄伟的大金塔寺令人起敬惊叹这里的现代化国际化巨大的塔型建筑群高耸天庭湄公河赶摆O写在告庄西双景 ​,2019年03月30日 20:41,评论 , ,
LeoLui,房间窗外就是圣家堂 2西班牙·巴塞罗那 LLeoLui的微博视频 ​,2019年03月30日 20:09,评论 1, ,西班牙·巴塞罗那
大红猩猩毡,华为P20镜头下的涛涛走过的圣家堂，怕不 ​,2019年03月30日 20:05,评论 13, 29,
anyang1996,Barcelona | Sagrada Família一百多年了一个永远在施工的圣家堂Antoni Gaudí i Cornet📍🇪🇸 2西班牙·Sagrada Família ​,2019年03月30日 19:54,评论 8, 3,西班牙·Sagrada Família
鱼人游---小众旅行,西班牙🇪🇸法国🇫🇷12天10晚两地包车游，最后2位价格美丽5🈷29至6🈷9，想去的尽快私信我，此次旅行人数共计4人！(人数多的单独私信！)其中西班牙段打卡巴塞罗那，马德里，昆卡，巴伦西亚，萨拉戈萨！这里有权利的游戏拍摄地，也有高迪的圣家堂，更有球迷们所向往的皇家马德里！有城堡有大海，有悬崖，有古镇[得意] 2沈阳·浑南 收起全文d,2019年03月30日 16:55,评论 , 2,沈阳·浑南
情淡人散c,#一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： O网页链接 收起全文d,2019年03月30日 14:15,评论 , ,
波拉利思2011,巴塞罗那第一天，奎尔公园和圣家堂足足体验感～ 2西班牙·巴塞罗那 ​,2019年03月30日 14:15,评论 2, 5,西班牙·巴塞罗那
悦噢,昨天做了个偶像剧的梦！我无意间看到去西班牙的机票特价，就立刻买了出发了（不知道为啥不需要签证），到那边我随便逛逛就逛到了唐人街，马路上都是中文，我问路问到一个中国小哥，他开饭馆的，就陪我一直走，还陪我去圣家堂 ​,2019年03月30日 07:49,评论 , ,
圣西罗白菜,法桑战斗曲开头那段和圣家堂的audio guide一进圣家堂里面的bgm有点像，配上这音乐我走路都虚浮着感觉自己下一秒就要升天 ​,2019年03月30日 07:25,评论 , ,
猪de屁股玫,叝#一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： O网页链接 收起全文d,2019年03月30日 04:10,评论 , ,
用户6745571683,西班牙最著名的圣家堂 2比利时·哈瑟尔特 ​,2019年03月30日 01:32,评论 , ,比利时·哈瑟尔特
与孩子一同成长的正能量单亲妈妈,圣家族大教堂，一直最期待的高迪作品，真的有种震撼的感觉。。。圣家堂（Sagrada Familia），位于西班牙的巴塞罗那，它是由西班牙建筑“鬼才”高迪设计，1882年开工，至今尚未竣工。按计划是将在高迪逝世100周年的2026年完工。尽管教堂建了138年还未竣工，但已经被联合国教科文组织选为世界文化遗产。 ​,2019年03月30日 00:25,评论 , 2,
