USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
Haitaobest,圣家堂 ​,2018年12月31日 18:14,评论 , 2,
愿下辈子熊猫生无忧无虑,多年以后，我终于来到圣家堂。说实话，有点丑，也许什么都是记忆中的样子最美好。 2西班牙·巴塞罗那 ​,2018年12月31日 14:51,评论 , ,西班牙·巴塞罗那
用户6428395776,#一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： ht ​,2018年12月31日 14:20,评论 , ,
御前带猫侍卫薛定谔,2018年的最后一天，老铁@RunliAuditore 跟我说找到了之前被误删的生日祝福视频。打开邮箱再回味，还是跟第一遍一样感动。(结尾也泪目了，是我最爱但还没去过的圣家堂)，有这样的朋友，超级幸福的。新的一年要更幸福啊大家。 L御前带猫侍卫薛定谔的微博视频 ​,2018年12月31日 12:57,评论 12, 7,
芳心纵火职业犯,📍Barcelona 高迪建筑📍地点：圣十字圣保罗🏥 圣家堂⛪️巴特罗之家 米拉之家 桂儿公园 海滩📍美食：海鲜饭 墨鱼饭 小天使冰淇淋 2西班牙·巴塞罗那 ​,2018年12月31日 08:41,评论 , 6,西班牙·巴塞罗那
雨木木霖Lee,哇塞//@雪子很玉米:圣家堂是一定要再去der～！[愛你] 查看图片,2018年12月30日 11:26,评论 , ,
韶华如Meng,高迪大师保佑我明天可以搞到圣家堂的门票吧 2西班牙·巴塞罗那 ​,2018年12月31日 06:37,评论 , 2,西班牙·巴塞罗那
是麦克华斯基呀,生火腿片配奶酪条后味超香 但是凹咸Takos人均4-5个结果我们两人一共吃了19个🙊圣家堂真的非常壮观奇特 有生之年一定要打卡生吃蚝真的是第一次 海水的咸➕柠檬的酸 生蚝的肥美最后滑过一丝大海的腥味 好吃！[米奇飞吻]圣米盖尔里的夹生海鲜饭也算是味道可以 最后因为渴的要死花“重金”买的水果杯撑到天际[米奇大哭] 2西班牙·马德里 收起全文d,2018年12月31日 06:34,评论 , 10,西班牙·马德里
蒋_xyyy,目前为止我去过并且最喜欢的教堂排名圣家堂第一，圣母百花第二，圣彼得第三还有 飞机上看到的雪山真好看 2西班牙·巴塞罗那 ​,2018年12月31日 04:41,评论 , 3,西班牙·巴塞罗那
麦麦今天多喝水了吗,#张韶涵##美丽的游离# 2018.12.20-21 西班牙Barcelona张韶涵同款打卡 圣家堂→奎尔公园→米拉之家高迪真的是设计鬼才2010年《美丽的游离》到2018年圣诞节 向往了多年的西班牙终于见面啦不知不觉已经过去那么那么久了 期待2026年圣家堂竣工 总有理由再次相见 2西班牙·巴塞罗那 收起全文d,2018年12月31日 02:00,评论 4, 14,西班牙·巴塞罗那
La_Violaine,最后一张留给没能进去的圣家堂2026年再回巴塞罗那 2西班牙 ​,2018年12月31日 01:34,评论 2, 3,西班牙
大周皇族r,#一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： ht ​,2018年12月31日 00:32,评论 , ,
没有翅膀的00,确实，点赞圣家堂,2018年12月30日 22:00,评论 , ,
蔡韵Iris,#iris漫游# 这次来巴塞罗那一点都不劳顿，很大原因多亏体贴的@加泰罗尼亚旅游官网 安排的这家Hotel Majestic!! 👑（看他们手写了欢迎信，服务超细心der～）这可不是一家普通的五星级酒店，因为：1.它地处最最市中心的商业街「格拉西亚大道」 2.出门无论向左走👈🏻还是向右👉🏻走，巴塞最著名的「巴特罗之家」和「米拉之家」竟然都只是2-3分钟的步行路程！😱 3.上个月刚刚获得「全欧洲最好吃的早餐」的殊荣（品种真的炒鸡丰富噢，最关键的竟然提供一公斤2000+ RMB的正宗伊比利亚火腿！！）而且，今年恰好就是Hotel Majestic开业100年之际。然后我就成为它（很可能是）第一个邀请入住的旅行KOL? 因为加泰罗尼亚旅游局的帅大叔说他工作了十多年往往返返，始终还没有入住过！真的是被幸运砸到。你看酒店的顶层，直接可以遥望地标「圣家堂」。第③张照片这里，是不是超适合晚上办泳池趴~[米奇喜欢][米奇爱你] 攒好预算，下次来巴塞罗那推荐你住在这里超省心！西班牙旅行#加泰罗尼亚#酒店#2018中欧旅游年# @欧洲旅游委员会 收起全文d,2018年12月30日 23:24,评论 15, 6,
Naranja___,Barcelona💙💛♥️vacaciones con amigos de bachillerato #巴塞罗那#圣家堂#米拉之家##波盖利亚市场##海滩# 2西班牙·Barcelona Spain ​,2018年12月30日 22:43,评论 5, 2,西班牙·Barcelona Spain
Chuckyuhang,#Sagrada Família# 圣家堂 2西班牙·Sagrada Familia ​,2018年12月30日 21:16,评论 , 4,西班牙·Sagrada Familia
Chefchaouenaimer,我心里中西方结合最好的城市，来了多少次也不会厌倦，Morpheus超有未来感，从下往上看时想起了圣家堂，整个酒店的设计是科技感和时尚的结合。 2深圳·澳门特别行政区 ​,2018年12月30日 21:08,评论 , 2,深圳·澳门特别行政区
