USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
劉桃桃__,圣家堂真的太美了、整个巴塞罗那就是高迪的世界、虽然不太懂建筑但是完全可以体会得到他在建筑上的造诣有多天才。 2西班牙·巴塞罗那 ​,2018年05月31日 21:40,评论 27, 33,西班牙·巴塞罗那
Lv要加油不要放弃,坐在圣家堂旁的长椅上想小胖… 两年不见她了 看着照片上的她长大了 她也肯定不认识我了… ​,2018年05月31日 20:44,评论 , ,
北京明择国际旅行社,西班牙巴塞罗那，有太多值得去慢慢品味的地方，圣家堂、巴特罗之家、米拉之家、古埃尔公园、巴塞罗那西班牙广场、诺坎普球场……来一场说走就走的自由行吧~了解线路，请点击：O网页链接喜欢点赞哦~ #西班牙自由行##巴塞罗那旅行# L北京明择国际旅行社的秒拍视频 ​,2018年05月31日 17:45,评论 1, ,
钱钱lovelove速来,昨天早上去圣家堂的时候，突然下大雨，特别大那种，而且我还是白T恤。。就看着圣家堂在对面过不去，我和小马在人家有棚子的店下面站着。。一瞬间就想起来那个“一场雨把我困在这里你冷漠的表情会让我伤心”。。小马：“我想的也是这首！” 我对对对你冷漠所以我伤心了垃圾。他？？？这么drama吗？ ​,2018年05月31日 14:59,评论 4, ,
连云港沙滩听海,疯狂高迪/圣家堂 ​,2018年05月31日 10:53,评论 , ,
喵喵大豆酱,伟大作品的共性：everything is there for a purpose - 红楼梦，圣家堂，还有苹果的硬件都给我这样的感觉。 ​,2018年05月31日 09:43,评论 , 1,
cloth羊宝,陶老师说想去圣家堂，我答以前带你看过了吧？他说没有上次坐车路过，你说看，圣家堂！就是那个时候看的。就一秒钟。我哈哈哈哈哈大笑说我怎么那么坏啊。随即聊起他去年来看我，我睡过头，他落地后我匆忙起床洗澡，洗完半个小时过去了；我说算了你自己打车来家里吧我懒得去了。啊哈哈哈哈哈哈哈 ​​​​ 收起全文d,2018年05月31日 09:12,评论 , ,
墨镜五米之狗不理,陶老师说想去圣家堂，我答以前带你看过了吧？他说没有上次坐车路过，你说看，圣家堂！就是那个时候看的。就一秒钟。我哈哈哈哈哈大笑说我怎么那么坏啊。随即聊起他去年来看我，我睡过头，他落地后我匆忙起床洗澡，洗完半个小时过去了；我说算了你自己打车来家里吧我懒得去了。啊哈哈哈哈哈哈哈 ​​​​ 收起全文d,2018年05月31日 08:19,评论 , ,
艾丶凡687,陶老师说想去圣家堂，我答以前带你看过了吧？他说没有上次坐车路过，你说看，圣家堂！就是那个时候看的。就一秒钟。我哈哈哈哈哈大笑说我怎么那么坏啊。随即聊起他去年来看我，我睡过头，他落地后我匆忙起床洗澡，洗完半个小时过去了；我说算了你自己打车来家里吧我懒得去了。啊哈哈哈哈哈哈哈 ​​​​ 收起全文d,2018年05月31日 08:10,评论 , ,
徐鸿滨,Day6:巴塞罗那绝对是一座艺术之城，从巴特罗之家，米拉之家到圣家堂，不断的让人震撼，感叹高迪的艺术灵感，带给这座城市无形的力量。不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！ ​ 2西班牙·巴塞罗那 收起全文d,2018年05月31日 06:43,评论 , 1,西班牙·巴塞罗那
荔枝IIIIII,本想在圣家堂拍个颓废风的结果刚进教堂没多久，手机相机都没电了，我们也算为圣家堂建设贡献了力量。 2西班牙·巴塞罗那 ​,2018年05月31日 06:15,评论 , ,西班牙·巴塞罗那
hope希yunyun子,今天就一个主题—圣家堂。晚餐去超市大采购自己煎牛排，由于战斗力太强，没空拍照。最后喝着白葡萄酒对着一桌空盘话家常。真的好温馨。 ​,2018年05月31日 05:24,评论 , 3,
