USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
rokuGIN6,高等软体拍摄的圣家堂 ​,2018年09月30日 22:52,评论 2, 5,
十两欢,圣家堂钟声 微博视频 ​,2018年09月30日 19:13,评论 4, 18,
懵懵懂懂就花钱,圣家堂大教堂，真的是巧夺天工（完全不用调色p图都那么美） 2西班牙 ​,2018年09月30日 16:06,评论 , 1,西班牙
雨燕的翅膀2011,建了135年：全世界最伟大的“烂尾楼”就要峻工了！圣家族大教堂，西班牙建筑大师安东尼奥·高迪的创世之作。这座神奇瑰丽的教堂始建于1882年，到现在已经建了整整135年，堪称“一直没烂尾却一直盖不完的遗世大作”！高迪是在1883年接手教堂这个项目的，在教堂漫长的建造过程中，他曾说过：“我的客户（上帝）并不着急”。他花了43年的心血在这个教堂的设计上，直到1926年车祸去世时，教堂的完成度也只有15%到25%之间。就在大家都快“遗忘”这座教堂的时候，官方终于宣布了一条振奋人心的消息：圣家族大教堂的建造将于2026年，也就是伟大的建筑师高迪逝世后的100周年纪念之时竣工。掐指一算，还有8年，不过这8年期间还要完成新建6座高塔的重要任务，因此时间上还不算太长。等到教堂的建设任务圆满完成，圣家族大教堂将会成为世界上最高的教堂。教堂外观高迪最初计划建造18座高塔，按照高度上升的顺序依次是十二门徒、玛利亚、圣经四福音书的作者和立于中央高达170米的耶稣基督。教堂主体以哥特式风格为主，细长的线条是主要特色。石头上的那些雕像宛如从墙上生长出来的一样，给人一种逼真的感觉，甚至看上去有些恐怖，以至于有人形象地称之为“石头构筑的梦魇”。圣家族大教堂共有三个立面：面向东方的“诞生立面”、面向西方的“受难立面”和面向南方的“荣耀立面”。截至2010年，对应“诞生立面”四门徒（建于1894年 - 1930年）和“受难立面”四门徒（建于1954年 - 1977年）的八座高塔已经建成，但“荣耀立面”还在建造当中。按照高迪于1926年去世的时间来计算，整个教堂大部分的设计都是在他死后完成的。虽然这场突如其来的意外提早结束了高迪的建筑生涯，使他再也没有机会参与建造教堂这项大工程，但他为后来的接班人留下了宝贵的设计资料和手稿，这些都是他智慧和心血的结晶，使他当之无愧地成个西班牙人的骄傲。截止至2010年8月，大教堂的建设者已经是第五代了。由于资金匮乏，工程进展缓慢。高迪知道，这项工程开工时没有他，完工时（如果能完工的话）也不会有他。也许天才高迪留给世人的礼物，就是要让这座教堂成为像大自然一样永恒的工程！教堂内景圣家堂的设计为拉丁十字架式，内有五条走廊。中殿的拱顶高达45米，侧殿拱顶高30米。千变万化的表面纹理是多种几何图形拼合的结果，富有曲线美的加工衬托了教堂的神圣和庄严，又给人一种震撼心灵的视觉体验。高塔和屋顶的很多细小元素由琉璃做成的马赛克组成，涂以五颜六色的釉饰之后，变得流光溢彩，令人眼花缭乱。此外，高迪还巧妙地利用了光效来增强教堂的感染力。奇幻多变的光影效果搭配鬼斧神工般的创作，已经完全突破了传统的宗教建筑设计规范。难怪教堂还未竣工，就已被联合国教科文组织选为世界遗产。目前，整个建筑大概完成了70%，建设已经进入了开工建设6座高塔的最后阶段。官方宣布要到2026年才能完工，装饰工作将于2030或2032年完工。或许，谁也说不准究竟还得建多少年。 收起全文d,2018年09月30日 15:28,评论 , ,
绿的心_细川沼浮尸,15.熊本城与圣家堂合体（？），本丸派出考察队。 16.一位炼丹术士审给全本丸的刀男发提高炼度的丹药，只有歌仙感到违和而偷偷把药丢掉了。真相：吃了丹药就会变成诱受，这个本丸最终发展成了歌仙x全员（歌仙非常可怜）,2017年11月06日 22:05,评论 2, ,
听完这首yesterday就睡,👳🏽‍♀️👳🏽‍♀️👳🏽‍♀️👳🏽‍♀️👳🏽‍♀️精灵圣家堂🧚‍♀️🧚‍♂️流浪大街🧟‍♀️🧟‍♂️五颜六色的巴塞罗那💜🧡💚💙 2西班牙·巴塞罗那 ​,2018年09月30日 10:44,评论 10, 15,西班牙·巴塞罗那
jackie温柔派,昨天看到有朋友去看圣家堂，顿时爆发了，在家打滚耍赖（真的打滚）要去欧洲朝圣，李二安慰我哎呀，我也还没去过巴塞罗那嘛，不过我去过圣彼得堡冬宫夏宫……想插他两刀 ​,2018年09月30日 09:15,评论 , ,
H指尖笔记,看了圣家堂，满满都是感动。两个工民建专业的人不停地感慨建筑师惊人的设计天赋、项目管理能力和远见，同时在想天朝的设计施工体系，是否能成就这样的百年传世之作期待2026年高迪去世100周年纪念的时候圣家堂完工。 2西班牙·巴塞罗那 ​,2018年09月30日 06:18,评论 5, 4,西班牙·巴塞罗那
jasmine7078,站在屋顶再看一眼远处的圣家堂，等你竣工！ 2西班牙 Ljasmine7078的微博视频 ​,2018年09月30日 06:13,评论 , ,西班牙
卓卓_z,Day1 圣家堂好像是我此行最想去的地方 没有之一异想天开又极其自然的设计，每一面看着都特别舒服in Spain2018.09.29 2西班牙·圣家大教堂 ​,2018年09月30日 05:50,评论 , 2,西班牙·圣家大教堂
胖珊还没饱,今天去中文学校开会，路上又偶遇了圣家堂在巴塞生活真的奇妙……走几步就是景点中午我做的东西特难吃，简直是含着眼泪吃完的晚上赶紧去同学家蹭饭，好吃到想哭(┯_┯) ​,2018年09月30日 05:48,评论 3, 5,
