USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
抱着萝莉的御姐_,以为自己见多识广，应该看到什么教堂都会比较淡定，但是拐角的第一眼仍然被炸到了，感觉像闹市区里凭空多了一座花果山。我必须向这个疯狂的设计师高迪致敬，巴塞罗那圣家堂，等你完工我一定再回来看你 2西班牙 ​,2019年05月31日 19:28,评论 4, 3,西班牙
AlgaS,圣家堂没买上票只能毕业再来一趟了 ​,2019年05月31日 17:40,评论 5, ,
一夫2003_76576,发表了博文《自驾游6：波夫莱特修道院-塔拉戈纳-佩尼斯科拉小镇-瓦伦西亚（1）》汽车开出巴塞罗那还是凌晨，月亮挂在天边。想起昨天傍晚我们再去看圣家堂，有2个新发现，一是圣家堂十字路口处有一盏大铁铸路灯O自驾游6：波夫莱特修道院-塔拉戈纳-佩尼斯科拉小镇-瓦伦西亚（1） ​,2019年05月31日 17:25,评论 , ,
阿琳酱在西班牙,Sagrada Familia 圣家堂，坐落在西班牙的巴塞罗那，1882年开工，至今尚未竣工。按照目前的计划，是将在高迪逝世100周年，2026年时正式完工，完工后它将成为世界最高的教堂。不管是不是旺季，一般都非常建议大家要提前定好门票，不然到现场购票要排很久队不说，还不一定买得到票。今天就跟大家分享一下怎么自己DIY在圣家堂的官网上顺利订门票~@走遍巴塞罗那 @加泰罗尼亚旅游官网 @西班牙生活SpainLife #圣家堂大教堂# #西班牙攻略# 收起全文d,2019年05月31日 10:07,评论 11, 18,
Oceanlove海外婚纱摄影,好喜欢这张照片的感觉❤ 拍摄地：巴塞罗那 圣家堂🇪🇸 ​,2019年05月31日 09:01,评论 , ,
一起嗨一起黑一起掰n,#我失恋拉##一句话走遍全球# 《机器人争霸》开播以来，收到来自五大洲20多个城市的开播贺电。发来贺电的有：英国，德国，法国，肯尼亚，马达加斯加…而且还有不少地标性建筑呢西班牙圣家堂，美国天文台，英国剑桥…这走遍地图的节奏，世界各地的机友们一起喊着:机器人争霸加油！也是很燃魂了～...全文： O网页链接 收起全文d,2019年05月31日 04:16,评论 , ,
维CiCi89,西班牙旅行小贴士二，1.加泰罗尼亚国家艺术博物馆，没有用官方导览，用的手机app，对应的展品找不到啊～2.高迪作品奎尔公园，米拉之家，巴特罗之家，圣家堂，必须去～看完之后我跟闺密感叹高迪可能是个外星人，他设计的房子，空间，光线，外形等大方向上都到了极致～细节上，瓷砖，吊顶，灯饰，门窗，扶手，五金甚至是凳子，杯子都无一不体现了高迪的天才设计～隔壁的阿马特耶之家，同一时期的另一个设计师设计的富豪家，简直就是为了衬托高迪作品的存在，看过之后就明白了～没有导览，有一张纸上面写了每个房间的作用，一个工作人员带着你走走～出来以后可以品尝他们的面包沾巧克力～（阿马特耶是巧克力商人）3.圣家堂，高迪的毕生经历的作品，世界上最大的“烂尾楼”，还没竣工就被评为世界文化遗产～现在回想起来脑子里就是“哇哦”“OMG”～梦幻，惊喜，雄伟，奇妙……（感觉到自己的词语枯竭），真的没法形容他的存在～每个面每个地方都有不同意义，跟着官方导览，好像可以些微理解天才的设计理念～对比一下巴塞罗那主教堂这类传统肃穆的教堂，你立马能明白我无法形容圣家堂的感受～[米奇比心]4.毕加索博物馆，据说有人能看一天，有人（比如我们）就看一个小时～也值得去看看，也有官方导览，对很多重要作品都有解读～ 2西班牙 收起全文d,2019年05月31日 04:05,评论 1, 3,西班牙
安烽今天也很咸鱼,作业终于做完辣明天去荷兰逛博物馆惹！等下周回来就可以继续画银灰了 明日方舟真好玩#圣家堂##插画# ​,2019年05月31日 00:36,评论 1, 2,
Iandivision_,人们把什么都说成是“无价”的 让这个词变得轻贱 失去了分量 可是你能想象有一天拍卖大卫雕像和蒙娜丽莎吗？有一天房地产商要盘下圣家堂和圆明园吗？世界上有谁 可以为人类文明的演进 为一个民族的情感而支付代价？永远不能等价交换的东西 就叫“无价之宝” ​,2019年05月31日 00:28,评论 , ,
asmirage,今日感想 圣家堂真的真的很美 美到拍不出的那种高迪也是真的牛皮🤣 2西班牙 ​,2019年05月30日 23:06,评论 1, 2,西班牙
路野造型_super小野,下午三点左右阳光刚刚好穿透了暖色花窗这一面～#巴塞罗那##圣家堂# 2西班牙 ​,2019年05月30日 23:00,评论 3, 3,西班牙
为啥我不能改名字呀,啊啊啊啊热情多彩好吃好看的西班牙我真的很喜欢！！！还有南非我也喜欢！但是南非这辈子是不可能了想吃tapas和火腿，看着佛拉门戈，看一场斗牛，在深秋的丽池公园野餐，穿过圣家堂，把高迪的杰作都看个够spain！ ​,2019年05月30日 22:53,评论 , 1,
老晴在冲浪,kiyo//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
麦兜-卿本佳人,今天和朋友聊到圣家堂，我想起今年4月份我在巴塞罗那写的日记。高迪我一直认为他并非凡人，他的作品设计更是让人觉得非凡界所有。#我的夏日蔬事##宝宝的少女心# 2上海·共和国际商务广场 ​,2019年05月30日 20:59,评论 , ,上海·共和国际商务广场
阿笙哟w,#兜兜转转看世界# ☁在巴塞罗那逛吃了两天，居然只来打卡了一个圣家堂？佛系旅行了解一下！ ☁但相信每一个来到圣家堂的人都会感受到源自宗教和艺术的心灵震撼。东升的太阳，透过七彩的琉璃玻璃将这里变成了一个梦幻“森林”，晨昏变幻、四季流转皆在其中。这不仅仅是属于高迪的梦想，更是属于全人类的瑰宝。希望2026年可以再去到那里，亲眼看到圣家堂竣工……想想巴黎圣母院，只能说不要因为犹豫而留下永远的遗憾啦，想看就去，说走就走，愿你也能以梦为马，诗酒趁年华！旅行#领你看世界##带着微博去旅行# @新浪旅游 收起全文d,2019年05月30日 20:08,评论 , 4,
必须飘渺,圣家堂⛪️ 2西班牙 ​,2019年05月30日 18:21,评论 2, ,西班牙
T-ARA忠粉,莎莎的腿比圣家堂还要长,2019年05月30日 02:33,评论 , 1,
时光旅人-M,圣家堂 ​,2019年05月30日 15:31,评论 , ,
洮阳浪子,世界最伟大的烂尾楼工程，巴塞罗那圣家堂，也是高迪最骄傲的建筑_【快资讯】 O网页链接 ​,2019年05月30日 15:30,评论 , ,
Listen李胜,要特别说一下灵感版，玻璃下若隐若现，像图腾，这些都是设计师一个一个手绘而成，大家仔细观察可能还能读到一些特别的故事。中间彩色图像，感觉像神光映射出来，特别像在圣家堂里窗户上的光，实在夺目！推荐大家购买收藏，真的难得。【找不到圣家堂的照片，放了一张剑桥某个教堂的窗户图片，也很好看！】 收起全文d,2019年05月30日 15:27,评论 23, 52,
维CiCi89,雄伟让人赞叹的圣家堂，色彩鲜明的奎尔公园，奇特的米拉之家，细节战胜一切的巴特罗之家，无一不让我们惊叹设计师高迪的想象力和空间结构感～图八是对比另一设计师的昏暗空间，图九是西班牙tapas，溏心蛋拌薯条～怕年纪大了记不住，先记个流水账～ 2西班牙 ​,2019年05月30日 14:35,评论 4, ,西班牙
ROSE朴彩英吧官博,#朴彩英，感谢遇见庆幸陪伴# 🦋#STAYWITHROSÉ# 【后记】190530巴塞罗那粉丝偶遇ROSÉ后记 |  这其实是关于一位肉骑的故事：这位粉丝一直准备着想送Rosie一个面包玩偶，还特地在推特上为它征名~她之前想在阿姆斯特丹场送出去，但是很遗憾没能成功。紧接着她又去了巴塞罗那场，这次她还成功地把“面包女士”扔上了台，但是肉肉没有看见……  虽然经历了诸多挫折，但是这位肉骑依然不放弃，带着“面包女士”在巴塞罗那著名景点圣家堂守了足足七个小时，这次终于遇上了Rosie！！她不仅成功地把“面包女士”送了出去，拿到了签名，拥抱了肉肉，还被肉肉认出来在演唱会现场见过她！！  “面包女士”的故事一切也深深地体现了粉丝对肉肉坚定不移的努力与付出，相信肉肉也能体会到粉丝对她爱，这一切都是双向的。让我们一起继续为肉肉应援吧cr.stoprosephobia翻译: Vera🍼BABY ROSIE 领养计划O网页链接👑ROSÉ 出道三周年O网页链接💐ROSÉ SOLO 存钱罐O网页链接🥑肉吧招新 O网页链接🌼2020生日集资O网页链接🎁三周年代送O网页链接🌟ROSÉ官方ins账号【roses_are_rosie】 收起全文d,2019年05月30日 13:52,评论 229, 1867,
AnnDiary,"Jennie | 西班牙巴塞罗那旅拍来到高迪圣家堂,白色复古短上衣与浅蓝仔裤发箍,简约清新🍃 ​",2019年05月30日 13:32,评论 1, 4,
野花咬猫,个人觉得婚礼没有那么有仪式感，让家人见证一下自己的新的人生阶段再说些当下的誓言，可以有更好的形式啊，比如带上父母一起去环球新婚旅行，去圣家堂拍拍照去挪威看看鲸鱼去南非坐热气球看看动物，哪个不比租一堆车租个酒店找个煽情的司仪剩一桌卓的菜有意义啊。一起幸福快乐的做喜欢的事才是有仪式感,2019年05月30日 09:36,评论 , 2,
PkFlGJH,可怜的Miss crumb哈哈哈哈不是，这位blink也太欧了吧//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , 1,
Flouxetine-,这位姐在圣家堂活捉野生玫瑰演唱会在我左边的一个rose女友粉全程鸡叫rosé marry me我🍋了 ​,2019年05月30日 11:03,评论 , 31,
提灯遇星河,面包奇遇记//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
蛋黄派很nice,一波三折但是真的好暖🙉//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
汤圆圆83892,//@一朵六六:我太爱西班牙了 真实版奇幻世界！比如米拉之家 O网页链接 圣家堂 O网页链接 圣保罗医院 O网页链接 还有一些我去时候正在修缮的建筑 下次再看！#66爱分享# btw这个vlog的转场我是服的,2019年05月27日 20:30,评论 , 1,
EverythingwillbeBetter_,he//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
Marchwoo_,哈哈哈哈气得骂人笑死我了//@nel0807 :这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
榴莲王子易迅,//@nel0807:这位还在圣家堂偶遇了梨 当时一气之下说早知道把🍞给梨了 (幸好没给 笑死 查看图片,2019年05月30日 00:13,评论 , ,
Soukaii,wwww，圣家堂 ​,2019年05月30日 07:28,评论 , 2,
我白起大招用的贼6,圣家堂！我哭辽，我应该晚点去的,2019年05月30日 02:22,评论 , ,
叫我早更少年,1、兰布拉大街和波盖利亚市场有着最真实的西班牙生活。这儿汇集了新鲜的食材、丰富的香料，色彩鲜艳琳琅满目，各式小餐馆异常热闹，餐馆老板操着一口诡异的“妮耗麻”成功地勾引了我们。2、隔壁位子的黑人小姐姐，每上一盘烤海鲜，都扭过头拿“卧槽”的眼神看着我。头正埋在虾堆儿里，黑姐猛地戳了下我腰眼儿：So great!!!Right?Haha!!!只能手里抓着俩虾钳，一嘴的油去应和她，振臂高呼：Yep!!!饭毕，黑姐有了中文名儿，黑美人。嗯，不是西瓜。3、鬼才高迪为这座城市赋予了圣家堂、巴特罗之家、米拉之家等诡异的想象力。一切灵感来源于自然，就连烟囱都是中世纪大兵的模样。4、街头艺人简直是心头好，坐路牙子上，能盯着他们晒一下午的太阳。5、火锅救我狗命。 2西班牙 收起全文d,2019年05月30日 06:57,评论 1, 4,西班牙
五十五英里,#旅行##巴塞罗那# 圣家堂、奎尔公园、米拉之家、巴特罗之家高迪让我看到了，当一个人同时拥有信仰和梦想并为之努力一定会成功，当天才同时永远两者时那真是会诞生一个又一个奇迹。当我等凡人能拥有其中之一时，想必一切也不会太差了。毕加索博物馆展品不少珍品不算多，但年少时期的学院派代表画作可以说在其他地方很难看到，我从小有个美术梦，很小时就看过毕加索很多画作，也是众多名师中最喜欢的国外艺术家。天才大师真的就是那种十几岁水平早已超越凡人。一生追寻自由突破风格多变却洞悉一切，了解生平乃至情感对于画作解读有很大帮助，相信喜欢毕加索的小伙伴能收获不少 2西班牙·Casa Batlló 收起全文d,2019年05月30日 06:20,评论 , 4,西班牙·Casa Batlló
