USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
Tequila大喊包,"西班牙|高迪迷带你玩转巴塞，跟高迪来合照一张吧～——————————————————————————️️去巴塞罗那如果还只是去圣家堂、巴特罗、米拉和奎尔公园那实在是太out啦！让包包带你们重新认识，oh不，是更深入了解巴塞罗那更多好玩的地方吧～～～.米拉莱斯庄园大门由高迪建于1901年，庄园的设计者是高迪的助手斯古拉尼斯，现在整座宅第已经完全被现代化的住宅楼所取代，只剩下一座大门立在街心。它的造型很难与“门”的概念联系起来，线条极度不规则，正面看仿佛驼峰的剪影。.️大门还有一座高迪的雕塑，在这里便可跟大师合影一张。细心留意地面，还有高迪大师的亲笔签名呢～～～(o^^o).🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸.⭐️Portal Miralles⭐️地址：Passeig de Manuel Girona, 55, 57, 08034 Barcelona, 西班牙旅行 #带着微博去旅行# @西班牙国家旅游局 @加泰罗尼亚旅游官网 @走遍巴塞罗那 收起全文d",2019年08月15日 22:09,评论 20, 12,
M木辛梓欣M,从1883年接手这里的设计直到他去世，46年灵魂的撞击与光阴的凝聚，全在于此。圣家堂圣诞面局部再之后的近100年间，由多位设计师按照高迪先生的设计理念继续着圣家堂的建造。这座虽未完成却以列为世界文化遗产的宏伟建筑，将于2026年，高迪逝世100周年时竣工，自此成为世界上第一高的教堂…… 2西班牙 收起全文d,2019年08月15日 21:49,评论 , ,西班牙
叙与还,圣家堂我的建筑启蒙吗 2西班牙·巴塞罗那 ​,2019年08月15日 18:23,评论 , ,西班牙·巴塞罗那
你回眸那一天,1day：第一站圣家堂 2西班牙·巴塞罗那 ​,2019年08月15日 17:56,评论 , 1,西班牙·巴塞罗那
娜一段彩虹,未完工的圣家堂，很壮观，预计2026年完工，期待完美呈现的那一天 2西班牙·Sagrada Familia ​,2019年08月15日 17:56,评论 , 1,西班牙·Sagrada Familia
Letuin-M,Basílica de la Sagrada Familia，圣家堂，建于1882年，高迪从1883年接手，直到1926年去世，将这一尚未完成的建筑界的旷世奇作留给了巴塞罗那，预计2026年完工，到时就是世界第一高教堂。建筑主体运用娴熟的几何原理和自然元素的借鉴，哥特式和新艺术运动的风格，对光线的掌控让这所教堂气势恢宏，大厅中央仿佛置身于宇宙的中心，肃穆、壮观又处处流淌着建筑之美。 收起全文d,2019年08月15日 17:41,评论 , 4,
张杨果而,5年前我和百先生两个人来，5年后带着巧克力来。巧克力说下次他要带着他儿子胡萝卜来到时候，圣家堂一定完工了～ 2西班牙 ​,2019年08月15日 16:57,评论 1777, 3737,西班牙
易走进,圣家堂 ​,2019年08月15日 16:10,评论 , ,
Charlie1536,"卧槽真大佬//@瞎胡村老王又讲故事了: 两套房按照国内建筑物面积酸合计250平米，中央空调，开发商送全部名牌厨房和卫浴设备, 并附送一套房子的家具，老式洋楼翻新的小高层，电梯比普通欧洲标准电梯大而且先进。地理位置在巴塞罗那市中心，距离巴萨地标圣家堂步行十分钟。两套房子总价110万欧元",2019年08月14日 21:02,评论 , ,
HASFDB杨乐,#自然之子1#   公元二零壹九年七月十七日，伫立在圣家堂前参观的一行人被突然袭来的一阵狂风骤雨卷入了一场回到未来之旅，天边顿时乌云压顶，电闪雷鸣、飞沙走石，原来是山精海怪们在使用闪电能量，想设法回到93年前，回到高迪被电车撞倒之前，阻止那场致命灾难的发生。他们视高迪Antonio Gaudi 为自然之子 ，因为高迪创造了植物般生长的石头森林圣家堂，那里有万物生灵，这不经意间唤醒了世间沉睡已久的神兽们，他们狂喜心醉，坚信高迪是他们的王，是上帝赐给世间伟大的礼物。如今他们嘶吼，悲愤， 恐惧，他们能否成功回到未来挽救这个可悲的历史? 敬请期待《自然之子2 》— — Back to the future2。 收起全文d,2019年08月15日 08:46,评论 2, 2,
