USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
派大坨的海绵宝宝,订票真是个累人的事情。好了，我的圣家堂，巴特罗之家还有桂尔公园。2018见 ​,2017年12月31日 22:46,评论 3, 2,
Hi-Madam李,圣家堂 2西班牙·西班牙巴賽隆納聖家族大教堂 ​,2017年12月31日 22:41,评论 , ,西班牙·西班牙巴賽隆納聖家族大教堂
Teresa童童童,#巴塞罗那# 高迪的建筑，只能自己切身体会的美——圣家堂 BASÍLICA DA SAGRADA FAMILIA 2西班牙·巴塞罗那 ​,2017年12月31日 22:29,评论 , 2,西班牙·巴塞罗那
逸莹夕默夕har,//@张张村花://@-化橘红:#2018愿望#The peace of the world！  想去心之所向的巴塞罗那，在圣家堂看看高迪之城的落日余晖 @LRUD旗舰店 查看图片,2017年12月31日 09:00,评论 , 1,
潘万霞123,//@-化橘红:#2018愿望#The peace of the world！  想去心之所向的巴塞罗那，在圣家堂看看高迪之城的落日余晖 @LRUD旗舰店 查看图片,2017年12月31日 09:00,评论 , ,
哈哈明远,中国的“圣家堂”—梵宫2无锡·灵山梵宫 2无锡·灵山大佛 ​,2017年12月31日 14:03,评论 1, 3,无锡·灵山梵宫无锡·灵山大佛
蝴蝶儿的天空,摊在午后酒店的阳光下发呆，任由2017年最后一抹光悄悄流逝。岁末回看，居然跑过这么多地方，只是不论大阪的和牛、塞舌尔的沙滩、喀纳斯的玉润、圣家堂戏剧化的光影，都不抵那晚加班后扣上电脑直奔机场赴一场家庭聚会来得记忆深刻。于我，一切蓬勃力量的原动力皆来自家人，生长在这样和睦快乐的大家庭中富足幸福得一塌糊涂。新的一年，祝家人和朋友们幸福安康 收起全文d,2017年12月31日 13:07,评论 , 1,
Kaeyee_KY,Year 2017 🎆里斯本的贝伦塔  巴塞罗那的圣家堂马德里的伯纳乌球场  镰仓的旧日记忆首尔高尺巨蛋  东京巨蛋去了想去的地方 见了想见的人买了喜欢的鞋包 吃了好吃的饭做了想做的事情 一切都很完美这一年过得很痛快 用力奔跑的感觉真棒Year 2018 迎着风 继续前进也继续爱你们 PEACE 收起全文d,2017年12月31日 11:30,评论 , 5,
Livvi梨薇吖_,2017 看过撒哈拉沙漠里的日落，领略过圣家堂的壮观.离开了小剑桥来到伦敦开始了新的生活.书没读多少，饭吃的挺饱.希望新的一年能稍微交换一下啊，读饱书 少吃饭 画好画因为家里的变数度过了人生中较为黑暗的几个月，但调整好了心态感觉生活还是很幸福的.2017的最后一天，感谢生命中的一切.顺其自然 随遇而安❤️#再见2017你好2018# 收起全文d,2017年12月31日 09:29,评论 4, 12,
隔壁野田,我票圈一个月以内有五个人发了在圣家堂的照片.....真的佛了 ​,2017年12月31日 07:17,评论 , 1,
