USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
一条普通的秋刀鱼,2020 02 29 把上次在pyq被点没回答的回答一下叭1.有喜欢的人吗:沈巍（）2.喜欢可乐还是牛奶：非要选那就可乐吧，其实最喜欢酷儿和茉莉清茶3.喜欢啤酒还是鸡尾酒:   都可以4.密码里有别人的生日吗:手机锁屏有5.觉得@你的那个人怎么样: 好看6.喜欢喝酸奶还是喝牛奶: 酸奶7.喜欢草莓味儿吗：这不废话吗8.衣橱里衣服多还是裤子：衣服9.身边有你能信任的人吗:这什么鬼问题10.有人喜欢你吗:  莫得11.爱哭吗:  大概只为文学作品里的“兄弟情”哇哇大哭过12.最喜欢的植物：不能吃的算是玫瑰花🌹吧，能吃的当然是豆角13.爱吃醋吗:吃谁的？14.喜欢自拍吗：有时候特别喜欢，大多数时间懒得修图15.敢不敢打你喜欢的人:  沈巍吗？不了不了16.喜欢QQ还是微信: 都可以17.心事多吗：早上吃啥，中午吃啥，晚上吃啥18.喜欢以前还是现在:  怀念以前但是再也不想回到以前，一直往前走吧19.上次哭是什么时候: “我等了你一万年”20.情敌意外落水你正好经过你会：情敌谁？赵云澜吗21.经常晚睡吗：晚睡多不好，通宵吧（从6月开始就没12点之前睡过，从1月开始就没1点前睡过，1月中旬开始就没两点前睡过，1月末开始往三点走了，最近半个月习惯通宵了？）2020  02 29 现在正在读白夜行读完了四分之一 现在正处于新冠状病毒肺炎时期 现在还没开学  现在最喜欢的人是沈巍 现在最喜欢的一条项链带着小老虎读书的吊坠 现在特别喜欢手腕上挂着一条酒红石榴石和一条草莓晶加一条金手链  现在的手机壳是皮卡丘 现在22岁  今天中午吃了土豆炖牛肉 现在的梦想是将来当一名老师 现在的目标是30岁之前能攒够大部分的大连当地一个40平米房子的首付外加能给自己买得起一个小小的钻戒和一个喜欢的好一点的手表 给妈妈买一整套她最喜欢的护肤品 给她的美容卡和美甲卡充上足足的钱 30岁之前要想办法签署一个遗体捐赠书 万一要是死掉了还能有点用处 如果到时候不贫血了一定要献血两到三次每次400cc 如果这些做完之后还有余力一定要去巴塞罗那看一看 其实对于其他的地方 也并没有那么想去旅游 现在依然是条单身狗但是好像并没有感到不开心谈恋爱结婚不在人生计划之中如果遇到算是意外之喜  现在的头发有点短 过年之前刚刚被剪 未来不想烫发了 要留直 留到齐腰再烫大波浪然后再染个棕色吧 现在只有一对耳洞 计划未来两年内再打一对 现在没有粉底没有眼影 将来也不准备用 太费劲了 现在莫得纹身 也不知道将来纹不纹 但是有这种想法 现在没有宠物 考虑了很久觉得将来也不要宠物 实在是照顾不好大概先就这么多我实在太能叨叨了 收起全文d,02月29日 22:50,评论 , ,
好好读书郭大花,#有趣# #巴塞罗那# 2西班牙·巴塞罗那 #高迪# 去年的夏天瞎剪的视频有趣的地方和无趣的我#假文艺片# L好好读书郭大花的微博视频 ​,02月29日 21:23,评论 ,2,西班牙·巴塞罗那
不如秋盈盈盈1012-,KLast Dance-伍佰 去年在板鸭待的最后一段时间，现在终于把VLOG剪出来了。在巴塞罗那看演唱会，跟着旅游课一起去漂流，和学姐去Torrevieja度假，真的是很适合放松的地方剪辑app: videoleap片头片尾动画：videoleap音乐：Someday or One Day-孙盛希其他all by 不如秋盈 L不如秋盈盈盈1012-的微博视频 收起全文d,02月29日 20:03,评论 7,10,
排骨韩牛的反义词是Secret,2020.2.29   (在家自闭的No.31)立一个说走就走的旅游flag去一次德国柏林和西班牙的巴塞罗那今年应该不可能，但未来的四年里一定要做到#四年一度的2月29来了# ​,02月29日 20:01,评论 ,1,
李叔浅,#vlog##欧洲旅行##西班牙旅行#2西班牙·巴塞罗那2西班牙·马德里#伯纳乌球场# vlog10西班牙🇪🇸 巴塞罗那 马德里游玩小tips巴塞罗那 真的不要太美 一千个推荐而高迪的老师 的圣保罗医院 更是个中翘楚巴塞罗那 的海边 也挺不错 值得一去马德里景点略少 但是 如果是皇马的球迷      不管是不是啦 也要去一次 伯纳乌球场      看一场真正的 皇马在主场对战的 球赛     不管看不看得懂 你也一定会被西班牙人对足球的狂热热情所感染der 欧洲之行结束啦 这次回去 也是波折 赶上疫情 但是 欧洲哪 a thousand times goodbye L李叔浅的微博视频 收起全文d,02月29日 19:24,评论 4,6,西班牙·巴塞罗那西班牙·马德里
梓染Ashley,#西班牙旅行# 巴塞罗那的传奇建筑师，不止高迪一人。“鲜花建筑师”蒙塔内尔同样才华惊人，他设计的加泰罗尼亚音乐宫，拥有奇迹般的水滴形状玻璃穹顶，彩绘玻璃与马赛克瓷砖装饰，让这里美得犹如皇宫。音乐厅还有超过2000朵玫瑰，去巴塞罗那旅行时，留心去找找看吧！#旅游博主宅家攻略#  ...展开全文c ​,02月29日 16:22,评论 , ,
旅行小小V,#房似锦借钱#那不勒斯出场对阵巴塞罗那#鸡鸣寺消息树开花##旅游##带着微博去旅行# L旅行小小V的微博视频 ​,02月29日 14:18,评论 69,26,
RayZhang_0503,接着之前马德里的行程，这期来到了巴塞罗那。这座城市可能是至今为止去过的欧洲城市里我最喜欢的。相较于马德里，这里更有生活气息。热情，松弛，食物好吃。这一期探索了西班牙建筑大师高迪的作品米拉之家和巴特罗之家。Go！2西班牙·巴塞罗那#带着微博去旅行# @DanDan面990 LRayZhang_0503的微博视频 收起全文d,02月29日 12:23,评论 10,29,西班牙·巴塞罗那
再哭就去死掉,梦见跟朋友去巴塞罗那旅游，那个城市的街道规划如同棋盘格一般，所以坐在去往民宿的车上，一路上所给我呈现的景色是重复的，我很好奇司机为何不会迷路。这次的民宿很大，而且房子主人一家也和我们住在一起，还梦到了部分明星与我们一同入住，但第二天开始，不知为何我们的任务便成为了要抓住这些明星，让他们离开。在二楼抓住了郑恺后，我们前往三楼去劝说我的大学班长自己离开这个地方，他不愿意，说自己还没能找到答案，并让我们去五楼看看。五楼极其大，是一个小型水上乐园，据班长所言，我的剧作基础老师在那里做着人体试验，会抓人去那个最角落的房间里解剖你的身体，我去看了一眼，正好与他对视，吓得我醒了。 2佛山 收起全文d,02月29日 11:28,评论 , ,佛山
算命仁,【最适合十二星座旅游的欧洲城市之二】天秤座-音乐之都-奥地利维也纳；天蝎座-七丘之城-意大利罗马；射手座-浪漫与浪迹天涯-西班牙巴塞罗那；魔羯座-古朴理性刻板-英国伦敦；水瓶座-深深窄巷-西班牙塞维利亚；双鱼座-花样浪漫-法国普罗旺斯。#八字算命婚姻##六爻断卦##婚期择吉##失恋婚姻情感挽回#取名#八字算命婚姻事业财运##f风水# 收起全文d,02月29日 11:04,评论 1, ,
