USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
重回微博做自己,宋威龙   听说是18岁的作品 听说去了我心中旅游top3的巴塞罗那🎬 美好的年纪，配搭美好的城市 明天见啊，林和平@宋威龙99,04月30日 17:11,评论 , ,
伱媞夜悾蕞湸的心,分享一起去旅游 的@绿洲 动态:#我的MINIvlog# 「蒂比达博山」 西班牙巴塞罗那📷 Photography by in d... O绿洲 ​,04月30日 22:29,评论 , ,
大潋不收敛,【青岛旅行｜再见了中山路人行天桥】这些天听说中山路人行天桥要拆了，这座承载了城市34年更新改革的人行天桥，终于要在20年5月内结束它的使命，离开中山路… 离开青岛…记得那是小时候学完画画后，妈妈经常带我穿过那座天桥去中山路上找东西吃，后来出国回青岛后独自踏上好多次的天桥。去年回青岛时，我又去了一次天桥，我喜欢站在桥上看着车辆行驶，行人匆忙的经过。那是青岛的印记，是一代青岛人的回忆，现在我们只能把它放在❤️心里。【中山路人行天桥】  ▫️地址：市南区中山路与胶州路交叉口  ▫️开放：全天开放（五月底拆迁）-【天桥简介】中山路人行天桥位于市南区中山路与胶州路交叉口。1986年8月1日开工兴建，9月30日正式投入使用。该桥架设于青岛国货、新华书店、环球体育用品商店之间，从桥上可以去好几个地方。天桥设计轻巧简单，与中山路的德式老房子形成鲜活的对比，却经过时间的打磨后，是那么融洽的形成一体。-【周边景点】   ▫️平行线上的中山路，是最具游青岛代表性的旅游步行街，这条街上有青岛天主教堂，劈柴院，大小商店，尽头便是地标性建筑：栈桥。   ▫️竖横线上是小商品一条街的“即墨路”有小商品，也有小食品，好玩好逛的一条街。   ☁️☁️☁️Hola！我是总喜欢发现新事物的脸常驻巴塞罗那和大欧，爱摄影爱旅行，欢迎大家咨询我欧洲出游的各种信息，或是需要我帮忙解决我能帮上忙的小问题！萍水相逢都是缘，关注带你玩转不一样的巴塞(邪恶)旅拍者联盟 @青岛老照片 @青岛市文化和旅游局 #青岛##青岛旅游# 2西班牙 2西班牙 收起全文d,04月30日 22:08,评论 39, 38,西班牙西班牙
水晶羽骄傲的倔强,#易烊千玺2020前路遂心与你同行##易烊千玺朋友请听好# @TFBOYS-易烊千玺 有新粉没看过这个视频吗易烊千玺巴塞罗那游记，旅游的小千超级可爱，看完没有不喜欢他的L易烊千玺JacksonYee工作室的秒拍视频 ​,04月30日 22:07,评论 , ,
我只静静的看你发微博复古式,#易烊千玺2020前路遂心与你同行##易烊千玺朋友请听好# @TFBOYS-易烊千玺 有新粉没看过这个视频吗易烊千玺巴塞罗那游记，旅游的小千超级可爱，看完没有不喜欢他的L易烊千玺JacksonYee工作室的秒拍视频 ​,04月30日 21:53,评论 , ,
月老全国脱单,相亲年龄：28自我介绍：上海女生，狮子座，身高163，不胖也不瘦～目前在国企从事外销岗位，上班时间固定，偶尔出差。在西班牙巴塞罗那生活过四年的时间，平时一有假期喜欢出去旅游～也喜欢健身，摄影和看电影，小文艺气息～因为待国外的关系，基本十项全能，有个性的完美主义者，小强势但不独断，巨型吃货，喜欢小宠物和各种奇奇怪怪的东西。经济状况：年薪约20万心动男生类型：上海男生，身高175以上，幽默阳光，思维成熟也能偶尔孩子气，有责任心，有稳定的工作收入，和我兴趣爱好接近，这样能够分享经验～最好也有一定的留学背景，这样比较有共同话题 收起全文d,04月30日 20:32,评论 , ,
总导演谢军,电影《乌墩的夏天》环球网红大赛，选拔全球56强在电影实景块赛拍摄现场，复赛出10强和决赛出三强冠军、亚军、季军电影中主角在豪华游轮直播颁奖盛典。大通古镇出发、上海、西班牙、法国、意大利地中海巡游+巴塞罗那13天9晚邮轮旅游集中营直播决赛秀环球电影网红大赛。,04月30日 09:44,评论 , 1,
centuryxie,#五一小长假# 大家去哪里啊，我只能在巴塞罗那的家里...回忆一下曾经去过的地方。东京，巴黎，伦敦，阿姆斯特丹...她们离我都不远却离开重游远的不能想象#好物分享##时尚穿搭##最春天的照片##今天穿什么##东京##旅游##时尚穿搭##OOTD##好物分享##不潮不出街# 2西班牙·巴塞罗那 ​,04月30日 19:21,评论 2, 1,西班牙·巴塞罗那
沧海蝴蝶我善言却孤僻成性i,#易烊千玺2020前路遂心与你同行##易烊千玺朋友请听好# @TFBOYS-易烊千玺 有新粉没看过这个视频吗易烊千玺巴塞罗那游记，旅游的小千超级可爱，看完没有不喜欢他的L易烊千玺JacksonYee工作室的秒拍视频 ​,04月30日 18:56,评论 , ,
是敌是友时间会告诉你一个人,#易烊千玺2020前路遂心与你同行##易烊千玺朋友请听好# @TFBOYS-易烊千玺 有新粉没看过这个视频吗易烊千玺巴塞罗那游记，旅游的小千超级可爱，看完没有不喜欢他的L易烊千玺JacksonYee工作室的秒拍视频 ​,04月30日 18:27,评论 , ,
手机用户2997873871,【全球前20名最受欢迎的旅游城市】      1、伦敦      2、巴黎      3、曼谷      4、新加坡      5、伊斯坦布尔      6、香港      7、马德里      8、迪拜      9、法兰克福    10、吉隆坡    11、首尔    12、罗马    13、纽约    14、上海    15、巴塞罗那    16、米兰    17、阿姆斯特丹    18、维也纳    19、北京    20、台北 收起全文d,04月30日 18:24,评论 , ,
惠淘馆-蓝调,【12星座浪漫旅游城市】白羊:森林湖泊-柏林，金牛:色的盛宴-阿姆斯特丹，双子:腐败单纯-摩纳哥，巨蟹:多瑙河明珠-布达佩斯，狮子:浪漫高贵--巴黎，处女:高洁-赫尔辛基，天秤:音乐-维也纳，天蝎:七丘之城-罗马，射手:浪迹-巴塞罗那，魔羯：古朴理性-伦敦，水瓶：深巷-塞维利亚，双鱼：花样浪漫-普罗旺#1000万个中国口罩抵达德国# 公@众@号：bt8220 「大补贴」 @免@单@发@放@中 收起全文d,04月30日 17:41,评论 , ,
张家界旅行龚略,【欧洲最有故事的八个地方】1.罗马：邂逅Mr.Right的公主梦；2.巴黎：玫瑰人生；3.圣托里尼：柏拉图笔下的自由之地；4.巴塞罗那：艺术家殿堂；5.布达佩斯：姐妹城的隔河相拥；6.哥本哈根：童话大师的故乡；7.威尼斯：面具下的狂欢；8.阿姆斯特丹：波光如缎的艺术城#欧洲旅行##欧洲旅行攻略##欧洲旅游# ​,04月30日 17:40,评论 2, 1,
霓霓妈2012,往事回忆(22)2019：西班牙，巴塞罗那的房东。在巴塞罗那住了5天，民居房。房东很好客，也很和气。房间收拾得一尘不染，包括厨房；家用电器应有尽有，配置相当高端；每年房子都要正经维修一次。所以他说房费比别人的贵一些。小豆在巴塞罗那生病了，肠胃感冒。这位房东听说后，立即放下工作亲自带我们去医院。我们要求去公立医院，3年前我在西班牙旅游摔骨折，在龙达医院(公立)从挂号到拍片、诊断、治疗、打石膏没花一分钱。可是这次附近的公立医院没有儿科，他就带我们去了巴塞罗那最大最好的私立儿童医院，医院候诊的病童很多很多，等了两三个小时才看上，房东陪了几乎一下午。私立医院按项目收费，很贵很贵，按小豆这种肠胃炎收了180欧元，如果有特殊情况还要另收费。结果就是量了个体温，给了10毫升差不多的口服营养液，做了个心电图，连药都没开。非常感谢这位房东，走的时候给他7个月大的女儿送了一条裙子。这时他们一家外出旅游了，后来他发了一张他女儿穿上裙子的照片，说女儿很喜欢。 2西安·西北工业大学 收起全文d,04月30日 17:07,评论 2, 1,西安·西北工业大学
eox88-CFA注册暹罗猫银发大叔,盘点世界9座超大型半岛半岛（Peninsula）指伸入海洋或湖泊中的陆地部分它一部分与陆地或更大的岛屿相连另外三面临水半岛的成因多样因板块运动、断陷作用可形成大型半岛泥沙冲积、海水侵蚀可形成小型半岛山东半岛、辽东半岛、雷州半岛为中国前三大半岛而世界上还有很多几十万、几百万平方公里的超大型半岛本文列举世界上的著名的九大超大型半岛带领大家领略各地的半岛风土民情伊比利亚半岛伊比利亚半岛（Iberian Peninsula），位于欧洲西南角，东面和南面临着地中海，西边是大西洋，北临比斯开湾，在东北部由比利牛斯山脉与欧洲大陆连接。主要包括西班牙、葡萄牙、安道尔、法国的一小部分地区、以及直布罗陀（英国海外领地）。陆地总面积约58.4万平方公里。伊比利亚半岛多高原和山地，中部的梅塞塔高原占据半岛面积一半以上，地中海沿岸则是发达的旅游胜地。半岛上有马德里、巴塞罗那、里斯本等历史名城。马德里，西班牙首都、第一大城市位于半岛中部是皇家马德里俱乐部的主场所在地巴塞罗那，位于伊比利亚半岛东北部濒临地中海是西班牙第二大城市加泰罗尼亚自治区的首府也是巴塞罗那俱乐部的主场所在地里斯本 葡萄牙的首都位于半岛西部，濒临大西洋是南欧著名的都市#CFA注册蓝色东方短毛猫# 收起全文d,04月30日 10:19,评论 , ,
道鹏飞图管员,【兰布拉大街】在欧洲，流浪是艺人们一种很常见生活方式。而加泰罗尼亚则把这个概念推到了极致。巴塞罗那的那条欧洲最著名的林荫大道兰布拉大街，更为人所熟悉的称呼就是“流浪者大街”。#呼伦贝尔旅游攻略##泰国旅游攻略# 2滨州·青岛手拉手酒店(富国路店) ​,04月30日 10:09,评论 , ,滨州·青岛手拉手酒店(富国路店)
总导演谢军,电影《乌墩的夏天》环球网红大赛，选拔全球56强在电影实景块赛拍摄现场，复赛出10强和决赛出三强冠军、亚军、季军电影中主角在豪华游轮直播颁奖盛典。大通古镇出发、上海、西班牙、法国、意大利地中海巡游+巴塞罗那13天9晚邮轮旅游集中营直播决赛秀环球电影网红大赛。,04月30日 09:44,评论 , 2,
钟声无限,【巴萨罗那】巴塞罗那最大的骄傲要属天才建筑师高迪的杰作，一个人的六件作品被列入世界文化遗产！巴塞罗那让很多人来到了这里，就再没有离开过。也许这里的生活才是真正意义上的享受[大毛略略]。阳光、地中海、帅哥美女伴着美食美酒，时间一下子变慢了。#旅游攻略##大海# 2蚌埠 收起全文d,04月30日 09:45,评论 , ,蚌埠
总导演谢军,电影《乌墩的夏天》环球网红大赛，选拔全球56强在电影实景块赛拍摄现场，复赛出10强和决赛出三强冠军、亚军、季军电影中主角在豪华游轮直播颁奖盛典。大通古镇出发、上海、西班牙、法国、意大利地中海巡游+巴塞罗那13天9晚邮轮旅游集中营直播决赛秀环球电影网红大赛。           龙之九子---囚牛1号           龙之九子---睚眦2号           龙之九子---嘲风3号中国运行的最豪华之一的游轮！中国运行的吨位最大豪华游轮！中国最受欢迎的豪华轻奢游轮！世界第一艘运用智能豪华游轮！世界第一艘龙之九子豪华游轮！ 收起全文d,04月30日 09:44,评论 , 2,
