USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
古城童话tingting,爱开爱开111 从天空中鸟瞰巴塞罗那!#最美旅途# #旅游画报# ​,2018年12月31日 22:58,评论 , ,
来自怪诞小镇的Mabel,Barcelona海鲜超好吃，喝到了心心念念的奶茶被高迪的设计所震惊还参观了巴萨球场十分的快乐了明天就要回去了，对这个充满阳光又热情的国家（和荷兰比起来）还是有些不舍，下次有机会再来#旅游##巴塞罗那##西班牙##欧洲##日常# 2西班牙·巴塞罗那 ​,2018年12月31日 22:43,评论 4, 1,西班牙·巴塞罗那
烈卡本忙,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2018年12月31日 20:57,评论 , ,
BCNOCI影像社西班牙,本工作室2019年正式推出个人写真、闺蜜街拍、情侣街拍、旅游跟拍套系.来巴塞罗那旅游 度假 度蜜月的时候希望有专业摄影师跟随记录的小伙伴看过来！ ​,2018年12月31日 19:15,评论 3, 2,
BCNOCI影像社西班牙,本工作室2019年正式推出个人写真、闺蜜街拍、情侣街拍、旅游跟拍套系.来巴塞罗那旅游 度假 度蜜月的时候希望有专业摄影师跟随记录的小伙伴看过来！ ​,2018年12月31日 16:19,评论 , ,
呼伦贝尔旅行攻略包车游,#一个爱旅游的萌主#【尼斯?摩纳哥?普罗旺斯?巴塞罗那旅行攻略】热腾腾的8日南法巴塞罗那自驾之旅~阳光?沙滩 美食  建筑?? 薰衣草??P1：旅行计划及路线P2-P4：尼斯（景点介绍，住宿选择，是否要租车，美食）P5-P6：摩纳哥  （含戛纳印象）P7：普罗旺斯，瓦朗索勒薰衣草，凡尔登大峡谷和圣十字湖P8-...全文： O网页链接 收起全文d,2018年12月31日 15:58,评论 , ,
dontaskmenomore,2018西安 香港 胡志明市 伦敦 巴黎 里昂 米兰 佛罗伦萨 威尼斯 罗马 巴塞罗那 马德里 塞维利亚 首尔 北京 石家庄 郑州 成都 杭州 最重要的是 2018年一月之后 no more student了吧一月 👑二月旅游三月🍡四月👑🍊五月🍊 👑🍊六月 七月 热爱工作八月👑九月 热爱工作十月 👑 🐒🐯十一月 十二月 热爱工作之余托同事和朋友的福 还打了不少免费酱油 dua 里趴 🍆🥚 顽童 久林 🐟 等等等等也是算10%的完成了学生时代的心愿：免费看演出2019年希望自己能看更多难忘的演出不想只当个私生 收起全文d,2018年12月31日 14:08,评论 , ,
森慕旅游,#SunMoon森慕# Montserrat蒙特塞拉特是一个景观尤为壮丽的本笃会修道士隐居之所，离西北向的巴塞罗那约一小时火车车程。如果您漫步在山间，您将见识到整个加泰罗尼亚地区罕见的岩层地貌美景。您可乘坐缆车至山顶，从此处出发，可选择不同的步行道路，拍摄到令人惊叹的精彩照片@西班牙国家旅游局 #欧洲行旅##欧洲##西班牙# 2西班牙 收起全文d,2018年12月31日 12:26,评论 , 3,西班牙
nichloa,当飞机降落时就能看到巴塞罗那最为突出的海边“帆船建筑”。这家W酒店胜在风景，毕竟宛如住在海里，要去市区的话需要打车（这次这里住五晚，三天要去市区。办理入住的安娜说帮我安排了风景最棒的客房（可以有很棒的海景、沙滩和城市景观）。正好我也非常喜欢这个房间。图三便是早上起来看到的景致。贴士：机场打车过来约28欧，到市中心8欧早餐：两个餐厅#旅游##酒店#万豪#巴塞罗那##喜达屋##W酒店##奢华旅游#2西班牙·巴塞罗那 收起全文d,2018年12月31日 12:15,评论 , 9,西班牙·巴塞罗那
用户6193859008,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2018年12月31日 11:40,评论 , 1,
