USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
城市过客,#城市过客# #旅游#【巴塞罗那--桂尔公园】桂尔公园是巴塞罗那最耀眼的景点之一，也是高迪众多作品中关于园林设计的典范之作。这里的人工景观看上去比自然景观还要自然。色彩及线条的运用也发挥到了极致。这是高迪在1900年受邀开始的为富人创造的花园城市，创造出童话故事一般的场景。 ​,2019年11月30日 22:42,评论 , ,
Maki__蔷薇小姐,《认识世界之西游记——2015.5西班牙12天慢行+3天迪拜中转（海量高清大图+签证准备航班酒店参考）（已完结） - 西班牙/葡萄牙/安道尔 | 旅行摄影 - 论坛 - 穷游网》穷游论坛为广大穷游er提供巴塞罗那旅游心得、瓦伦西亚旅行攻略、旅游游记、行程路线、必去景点、美食推荐、当地特产、旅游花费等实用信息。穷游，旅游无穷尽。O网页链接 收起全文d,2019年11月30日 21:36,评论 , 1,
城市过客,#城市过客# #旅游#【巴塞罗那--奥林匹克体育场】这是1992年奥林匹克运动会的举办地，现已开放参观。最为著名的要数奥林匹克环。这里还有一个奥林匹克运动博物馆，博物馆需要购买门票 。体育场的主席台顶是一个40米宽、130米长的大穹顶，雄伟壮观，是世界上最大的主席台顶盖之一。 ​,2019年11月30日 20:44,评论 , 1,
城市过客,#城市过客# #旅游#【巴塞罗那--诺坎普体育场】从1957年9月24日以来，诺坎普球场就一直是巴塞罗那俱乐部主场。最大容纳观众量仅为60000人，因此建立新馆的呼声越来越高。无数球迷梦寐以求的地方！这里有巴萨主场地诺坎普体育场，还有见证巴萨辉煌历史的博物馆，绝对是巴萨球迷的圣地。 ​,2019年11月30日 20:27,评论 , ,
MiniAula西班牙语,板鸭留学生团队，就是年轻活力又大胆！提供给你最正宗的、最地道的西班牙和葡萄牙旅游！好不容易有时间可以出国旅游，千万不要留下遗憾^_^#马德里##西班牙##巴塞罗那##葡萄牙# 2西班牙·马德里 ​,2019年11月30日 19:30,评论 , ,西班牙·马德里
非常V范儿V,"#带着微博去旅行##最炫打卡地##巴塞罗纳# 和leading hotels一起踏上冬季欧洲奢华酒店honeymoon之旅第一站💃🏾💃🏾巴塞罗那巴塞罗那是一座色彩斑斓、充满了妙趣横生的浪漫意外的城市，每当说起它的名字，人们最先想到的都是恒久不变的爱情主题，似乎除了巴黎之外，巴塞罗那已经成为全世界第二个将浪漫风情当成全部的城市了。—— 伍迪·艾伦，《午夜巴塞罗那》每一家立鼎世成员酒店都是一个传奇故事！它们呈现给客人的，不止一间房、一张床，而是包括了所有细节的整个温柔乡，让你从踏进lobby的那一刻起，无处不在感受到美好与浪漫。Majestic Hotel & Spa Barcelona拥有令人骄傲的传承与历史，自1918年开业以来，Soldevila-Casals家族所拥有的这家五星级酒店一直在巴塞罗那的建筑、社交以及生活方式领域扮演着举足轻重的角色，并持久焕发出迷人魅力，传承着历史文化与当今流行，是真正的巴塞罗那标志，海明威（Ernest Hemingway）和安东尼奥·马查多（Antonio Machado）等名人亦曾入住过酒店。在室内设计师安东尼奥·奥布拉多尔（Antonio Obrador）带领下，这座法式新古典主义风格的酒店完成了为期五年的翻新工程，传统精神和当代元素并举，实现了折中主义的效果。玛杰斯蒂之所以生命永恒，同时接纳现代化的风潮。全面翻新不仅原汁原味的保留了许多原设计的精华，也融入了许多高科技元素，使入住体验得到了很好的提升。酒店位于巴塞罗那中心位置，拥有271间客房和套房。同时藏有1,000件无与伦比的艺术品，包括艺术家安东尼·塔皮埃斯（Antoni Tàpies）和Josep Guinovart 的作品。@西班牙美食美酒 @微博旅游 @立鼎世酒店集团 2西班牙·Majestic Hotel Barcelona 收起全文d",2019年11月30日 17:19,评论 307, 1117,西班牙·Majestic Hotel Barcelona
大话西语_,米拉之家是巴塞罗那的著名旅游景点，造型别致，设计极富特色。有计划去旅游的小伙伴不要错过哦//@加泰罗尼亚旅游官网: #带着微博去加泰罗尼亚# 观看梦幻般的米拉之家,2019年11月24日 21:15,评论 , ,
klano的甜橙女孩,2020年先回家然后和家人去哪里旅游都很棒，但一直有个想去的地方是巴塞罗那,2019年11月29日 16:22,评论 , ,
用户7270363736,分享一起去旅游 的@绿洲 动态：巴塞罗那的提比达博山 ins:butnomatter.theroadislife完整戳>>O绿洲 ​,2019年11月30日 07:40,评论 , ,
城市过客,#城市过客# #旅游#【西班牙--西切斯】到巴塞罗那旅游的人，一般都不会到这里的海滩游泳或是日光浴，而是涌向西切斯。这里真是可以成为黄金海岸了，碧海蓝天，沙滩柔软，再加上西切斯小镇的浪漫风情，游客仿佛置身天堂幻境。 ​,2019年11月30日 02:27,评论 1, ,
shadowbreak,巴塞罗那——那梦幻般的建筑！巴塞罗那气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。 14ok ​,2019年11月29日 23:35,评论 , 1,
鹿鸣鸣11,分享一起去旅游 的@绿洲 动态：巴塞罗那的提比达博山 ins:butnomatter.theroadislifeO绿洲 ​,2019年11月29日 22:44,评论 , ,
D3欧洲街,9000RMB游西班牙，超级好玩又省钱的10日游~……机票：广州白云机场——巴塞罗那机场（往返4032 RMB）签证：自助办理675RMB汇率：1欧≈7.7RMB行程（一些需要门票的景点最好提前购买）：☑ 巴塞罗那：这个城市具有两千年古老历史，其别具风格的建筑及艺术吸引了无数游人，我来这也被他的艺术给吸引了。作为无可争议的现代主义之都，巴塞罗那拥有许多大师之作。其中高迪的作品绝对是优尚之选。打卡景点：圣家堂、古埃尔公园、巴特罗之家、米拉之家、诺坎普球场最佳购物地：巴塞罗那机场（李佳琦所有色号口红都有！）、感恩大道（所有奢侈品基本都有）、对角线一条街（货最全的一条街）、英国宫（奢侈品很多，很有特色的西班牙连锁百货）、La Roca打折村（常年大牌4-6折）。推荐购买：口红、Gucci、香奈儿、腕表（用D3欧洲街直接折价1/3）。☑ 马德里：马德里是个适合步行漫游的城市，从太阳门往西比列斯广场，或从大广场往王宫方向，沿途尽是古迹和博物馆。东方宫和普拉多画宫是世界闻名的艺术殿堂，市内街心公园里喷泉众多，广场各具特色。打卡景点：马德里王宫、太阳门广场、丽池公园、普拉多博物馆。最佳购物地：马德里英国宫、Las Rozas打折村（常年大牌4-6折）、格兰大道（马德里的百老汇）。推荐购买：腕表、珠宝等奢侈品（退税高，用D3欧洲街也有很大优惠）☑ 塞维利亚：弗拉门戈舞的发源地，1992年世博会的举办地，著名的文学之城——种种荣誉让这座城市充满魅力。塞维利亚到处是故事，唐璜、卡门、哥伦布、堂吉诃德。打卡景点：西班牙广场、塞维利亚大教堂、塞维利亚王宫、圣十字区(塞维利亚)最佳购物地：西尔皮斯街（集现代车轨、古代马车为一体的购物街）、尼维弘购物中心(买包必逛之地)推荐购买：纪念品、包包门票合起来花费大概好像1500RMB左右交通费用：城际大巴票费：36欧其他交通可以使用公交或者“滴滴”（2公里大概10欧，所以我基本全靠“运动”）吃饭费用：对于吃遍天下包括吃掉福建人的广东人来说，这里的饭emmm……管饱就好，当然还有一些非常不错有特色的美食的。。。每顿基本100RMB，共计2400RMB左右住宿：住宿就住青旅，自己一个人旅行住青旅反而更有安全感，而且到此旅行的朋友都非常有意思，可以交流信息，很多景点都是他们提给我的。费用差不多平均100RMB一晚，共计900RMB左右。加起来零零碎碎就差不多9000RMB了~不过不算购物的哦，购物的话本来还想买个钱包的，但在国内钱包好像被马云爸爸给消灭了，于是自己就买了一只萧邦的Alpine eagle，谁叫我还是表迷~（文字来源：一名帅气的D3欧洲街用户）#西班牙旅行# #欧洲旅行# #欧洲旅游# #肖战喜欢的大老鼠是竹鼠# #巴塞罗那# #马德里##杨幂故宫复古毛衣# 收起全文d,2019年11月29日 19:47,评论 1, 1,
皛皛小白,分享一起去旅游 的@绿洲 动态：巴塞罗那的提比达博山 ins:butnomatter.theroadislifeO绿洲 ​,2019年11月29日 18:26,评论 , 1,
西班牙茱莉亚旅游,巴塞罗那是一个充满惊喜的城市，这里不仅拥有着湛蓝的大海和岁月沉淀下的瑰宝还有着珍贵的历史遗迹以及+建筑艺术。蒙特塞拉就是其中一个迷人静谧的小镇，是你远离尘世喧嚣拥抱自然美景的不二选择。在蒙特塞拉特朝圣之旅中，你可以参观举世闻名的La Moreneta，触摸圣母的金球，做一个虔诚的朝圣者，你也可以聆听世界上最古老的儿童诗班，在美妙圣洁的歌声卸下心中的疲乏。#西班牙旅游##西班牙##巴塞罗那##网红打卡# 茱莉亚旅游带你走遍全世界哦 2西班牙 收起全文d,2019年11月29日 16:46,评论 , ,西班牙
西班牙茱莉亚旅游,奎尔公园是高迪亲手打造的梦幻户外公园，是华丽的现代主义风格的作品。这座华丽而精致的公园，是高迪非凡想象力的写照;他将整个公园化为了艺术的舞台。如果没有来过奎尔公园，就不算真正见识过高迪的作品。全公园最受欢迎的合影对象则是公园入口处的那条吐水的“龙”（好多人都觉得是蜥蜴），如果没与它合过影甚至不好意思说来过古埃尔公园。整个公园的建筑继承了高迪的一贯风格，所有设计元素都来自于大自然。最美的时刻是在夕阳西下时分，看着阳光将整座城市与海面镀成温暖的金黄色。#西班牙旅游##西班牙##巴塞罗那##高迪##网红打卡地# 小伙伴们来巴塞罗那旅游，一定不能错过这个打卡地 2西班牙 收起全文d,2019年11月29日 16:41,评论 , ,西班牙
你说我哈,分享一起去旅游 的@绿洲 动态:巴塞罗那的提比达博山 ins:butnomatter.theroadislife O绿洲 ​,2019年11月29日 15:39,评论 , ,
西班牙移民-Spanish,【西班牙购房移民的时候，买什么样子的房产合适？】西班牙房产类型有哪些，需要怎么选择呢？商铺、酒店、酒庄等商业地产西班牙是个旅游大国，阳光、海滩、海鲜闻名全球，更是吸引了许多欧洲游客来此晒晒日光浴，享受海风。以巴塞罗那为例，对角线大街和感恩大街是巴塞罗那最著名的商业街区，周边名牌云集，游客众多，商业店铺密集，所以房屋的价值较高，是欧美投资者最青睐的不动产投资区域之一，也是升值潜力巨大的区域之一。但是这种地方房子比较旧，街道狭窄，居民成分复杂，并不建议当作自居的首选。西班牙现在有很多抛售型的商铺、酒店和酒庄，抄底价格绝对物超所值。 收起全文d,2019年11月29日 14:52,评论 , ,
享梦游-安妮,享梦游旅游体验师 巴塞罗那文森之家🏠如果不是亲眼所见 怎么会知道高迪建筑如此惊艳 怎会知道风景如此美妙 我享受这里的一切 一砖一瓦一花一草 如果不多出来走走 怎么知道世界还有如此美的地方 我喜欢现在的生活 悠闲 快乐 感谢享梦游让我成为一名旅行体验师 让我一直在路上❤️#享梦游-旅游体验师# 收起全文d,2019年11月29日 14:48,评论 , ,
享梦游·子梦,世间千帆过前方终会是温柔和阳光———享游达人·西班牙巴萨罗那回传#[超话]#美景自由行带着梦想去旅行#旅游##环球旅游##国内旅游##国外旅游##环球旅行##亲爱的##亲爱的热爱的##巴厘岛##沙巴##美娜多##仙女##海滩##澳门##马尔代夫##冰岛##瑞士##土耳其##日本##茶卡盐湖##西藏##澳大利亚##希腊##芬兰##意大利##西班牙##法国##英国##德国##英国##北极##北京##武汉##上海##青海湖##拉萨##洱海##说走就走##想去哪就去哪##旅行的意义##成长##梦想##一起##实现##你呢##一起旅行吧##世界这么大##仙本那##塞班岛##美国##云南##丽江##大理##桂林##三亚##俄罗斯##全世界##旅游##你来吗##我等你##亲爱的##玩赚世界 全球旅拍 客片分享##微博赚钱季##创业##以梦为马##越南##芽庄##情侣##情人节##情人节快乐##七夕情人节快乐##酒店##机票##故事##缅甸##大理##青海##澳门##武汉##吃喝玩乐##创业##美业##情人节##快乐#享梦游#赛里木湖##大海##沙滩##自驾游##嗯##旅游##内蒙古##兰卡威##马来西亚##马来西亚十大旅游景点##瑞士##澳大利亚##伊斯坦布尔##优秀##斜杠青年##轻资产创业引领者##环球旅游##布拉格##吴哥窟##巴塞罗那##毛里求斯##清迈##开罗##普罗旺斯##东京##新加坡##罗马##伦敦##迪拜##巴黎##圣托里尼##斐济##夏威夷##大溪地##威尼斯##皇后镇##悉尼##典雅##米兰##林芝##莫斯科##雅典##纽约##苏梅岛##摩洛哥##阿尔卑斯山##奥克兰##棉花堡##想去哪就去哪##一起旅游##爱##陪伴##我和微博的那些事#副业兼职#分享经济#享梦游旅行体验师招募_享游达人 收起全文d,2019年11月29日 13:30,评论 , ,
趣欧洲西葡行,#西班牙旅游# 西班牙斗牛，西班牙足球，西班牙弗拉门戈，巴塞罗那高迪建筑...... L趣欧洲-西葡行的微博视频 ​,2019年11月29日 12:39,评论 , 2,
西班牙移民-Spanish,【西班牙购房移民的时候，买什么样子的房产合适？】西班牙房产类型有哪些，需要怎么选择呢？投资房投资型房产，易租易售。首先我们不能用国内的炒房投资来看西班牙的买房项目，在西方，年轻人没有买了房子再结婚的概念，他们对于房子持有有的住就可以的态度，一般性都以租房为主，那么租房的话一般又以公寓居多，等到经济实力和家庭成员增多后，会考虑购买郊区较大一些的独立房型。 从过去投资的经验看，市中心的公寓就比市郊的别墅好租。其次国人选择西班牙的买房送居留就是为了获取西班牙身份，而西班牙政策规定，获得永居后即可出售房产。从投资的角度看，如果购买的房产并不是自己急于居住的话，那么尽快出租就尤为重要。比如马德里的市中心区域、巴塞罗那的市中心区域都是旅游胜地，人口密度高，房子密集，移民区域，对房子的需求很高，房子作为出租收益最高，但是不适宜自居。 收起全文d,2019年11月29日 12:33,评论 , ,
Sixty-six滑板,你可曾带着滑板旅游出行、在途中找寻自我？旅行家Gavin C.带着他的尤克里里与Sixty-six陆地冲浪板，倚在巴塞罗那海岸，沐浴在深秋的凉风中唱着小曲，踏着Sixty-six穿梭于伊比利亚半岛明珠的小巷之中，以独特视角展现出这座城。🛹 LSixty-six滑板的微博视频 ​,2019年11月29日 12:15,评论 , 3,
焰舞熳希,分享一起去旅游 的@绿洲 动态:巴塞罗那的提比达博山 ins:butnomatter.theroadislife O绿洲 ​,2019年11月29日 12:01,评论 , ,
一枚補天石,分享一起去旅游 的@绿洲 动态:巴塞罗那的提比达博山 ins:butnomatter.theroadislife O绿洲 ​,2019年11月29日 11:53,评论 , ,
用户6857858043,巴塞罗那的提比达博山 ins:butnomatter.theroadislife @一起去旅游 在@绿洲 发了一条超棒的动态，戳我看看>>O网页链接 O绿洲 ​,2019年11月29日 10:55,评论 , ,
鹏哥英英,分享一起去旅游 的@绿洲 动态：巴塞罗那的提比达博山 ins:butnomatter.theroadislifeO绿洲 ​,2019年11月29日 08:47,评论 , ,
