USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
孙光壹SuenKwongYee,"#西班牙旅行婚纱##巴塞罗那##西班牙旅游#  It takes three seconds to say “I love you”, three hours to explain it , and a lifetime to prove it. “我爱你”三个字，讲出来只要三秒钟，解释要三小时，证明却要一辈子 ​​​​！ 2上海·上海浦东国际机场 ​",2017年11月30日 22:57,评论 1, 4,上海·上海浦东国际机场
叮咛私人旅行定制,#欧洲旅游# 巴塞罗那小剧场的弗拉明戈和诺坎普球场[噢耶][噢耶][噢耶] ​,2017年11月30日 21:43,评论 , ,
molizicy,《十三座城市》编纂为二辑，收录文章三十一篇，分述作者踏遍欧亚十三座城市一一上海、苏州、香港、京都、东京、首尔、巴厘岛、爱丁堡、约克、伦敦、巴黎、巴塞罗那，而以台北收束一一的所感所想。书中内容以旅游经验为凭借，作者步履悠闲自如，既将异地人事框入相机，也将心境转折化丸文字。 ​,2017年11月30日 19:18,评论 , ,
域唤泳忌,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月30日 16:43,评论 , ,
WIT___,巴塞罗那，一个古老的城市，文化浓郁，古迹遍布，是西班牙最著名的旅游胜地。这里有著名建筑大师安东尼·高迪最著名的作品——圣家族教堂。也是世界上最牛的“烂尾楼”，从开始建到现在，已经有135年历史，一个多世纪过去了都还在建，官方预测2026年完工。 今日头条 O网页链接 ​,2017年11月30日 15:46,评论 , ,
全球猎奇短片,巴塞罗那，一个古老的城市，文化浓郁，古迹遍布，是西班牙最著名的旅游胜地。这里有著名建筑大师安东尼·高迪最著名的作品——圣家族教堂。也是世界上最牛的“烂尾楼”，从开始建到现在，已经有135年历史，一个多世纪过去了都还在建，官方预测2026年完工。 ​,2017年11月30日 15:00,评论 , 2,
启婶耻松,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月30日 13:31,评论 , ,
荣搏啦沃,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月30日 09:57,评论 , ,
你丫闭嘴monal,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月30日 09:05,评论 , ,
牵胖迹馋,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月30日 06:10,评论 , ,
走遍世界看风景,【邂逅勾人魂魄的旅游地】1、柏林伤痕城市 2、普罗旺斯找寻简朴 3、安特卫普时装新堡 4、新西兰死而后生 5、大堡礁宁静心潜 6、巴黎阅读艺术 7、瑞士暖暖的雪 8、冲绳美丽有罪 9、巴塞罗那率性放浪 10、伊斯坦堡文化交融 11、伦敦创意乐土 12、曼谷爱穷风流。 ​,2017年11月29日 23:38,评论 , ,
BCNOCI影像社西班牙,“欧洲之花”巴塞罗那市位于西班牙东北部地中海沿岸，依山傍海，地势雄伟，是伊比利亚半岛的门户，属地中海式气候，夏季炎热干旱，冬季温和多雨。一年四季都适合旅游拍照 ​,2017年11月29日 23:01,评论 , ,
贾冷析旨,第三只眼【巴塞罗那恐怖袭击 中国游客现场讲述惊魂一刻】17日，西班牙巴塞罗那一辆白色货车疯狂冲撞人群，致13死80伤。事发地是著名旅游地，在场的中国游客讲述惊魂一幕：一大群人在街上像逃难一样狂跑。警方已将事件定性为恐袭，1名嫌犯被击毙，2名被捕，IS宣称对袭击负责。  L新京报我们视频的秒拍视频 ​,2017年11月29日 22:51,评论 , ,
游云南自由行,#12月去哪儿玩##背个包包去旅行##旅游约吗#【世界最浪漫的十个城市】—— 1．巴黎；2．威尼斯；3．罗马；4．纽约；5．檀香山；6．巴塞罗那；7．旧金山；8．维也纳；9．伦敦；10．布拉格。你向往哪一个？ ​,2017年11月29日 22:30,评论 3, 1,
大潋不收敛,一月底有想在比利时约拍的小伙伴吗？#暖巴度暖系摄影##巴塞罗那旅游##带着微博去巴塞罗那##巴塞罗那婚纱摄影##吃喝玩乐在巴塞罗那##西班牙旅拍##海外婚纱旅拍##欧洲旅拍##欧洲自助游#  ​​​#带着微博去巴塞罗那##带着微博去旅行# 2西班牙·巴塞罗那 ​,2017年11月29日 20:54,评论 , 4,西班牙·巴塞罗那
迈啄来亮,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 19:09,评论 , ,
遭殃番薯,☑️去巴塞罗那旅游,2017年11月29日 18:11,评论 , ,
浅安时光汇,15100xx巴塞罗那——那梦幻般的建筑！巴塞罗那气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称， 是西班牙最著名的旅游胜地。大爱！ ​,2017年11月29日 17:29,评论 , ,
她说女人不容易,#苹果新macOS系统曝出漏洞#【最适合12星座旅游的城市】白羊-柏林 金牛-阿姆斯特丹 双子-摩纳哥 巨蟹-布达佩斯 狮子-巴黎 处女-赫尔辛基 天枰-维也纳 天蝎-罗马 射手-巴塞罗那 摩羯-伦敦 水瓶-塞维利亚 双鱼-普罗旺斯。 ​,2017年11月29日 14:55,评论 , ,
僻广牢集,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 13:44,评论 , ,
歇断尊望,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 11:06,评论 , ,
黄元顺_,//分享网易新闻:《【德国旅游】在巴塞罗那不要做这9件事》 O【德国旅游】在巴塞罗那不要做这9件事 @网易新闻客户端 #网易新闻# ​,2017年11月29日 10:30,评论 , ,
用户6390913910,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 07:24,评论 , ,
浪服森静谧S5XO,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 05:06,评论 , ,
刘FREE,Montpellier odysseum  holiday inn express IHG智选，15000分换的，相当于114欧，火车站坐1号线电车在倒数第二站 Place de France 下，夏天更为超值，旁边挨着个大超市，收银台就有46个，买了1个吉列锋隐致顺动力剃须刀，14.39欧，电动的！很好！法国旅游直接花钱最不值，无论跟团还是自由行！最值的就是免费旅游1，国航换国泰港欧头等巴黎米兰开口！2，Spg换日航换酋长航头等，尼斯巴塞罗那开口！3，万豪大礼包，巴黎万丽7天免费住包早晚酒廊4，马赛戛纳积分换大洲际咱主攻IHG，5000分包价住120个Stay，然后就是算术题了！ 2法国·蒙彼利埃 收起全文d,2017年11月29日 03:28,评论 2, 8,法国·蒙彼利埃
真焚燒HUI忆,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 01:50,评论 , ,
板鸭墨提斯Education,12个鲜为人知的梦幻小镇。#西班牙旅游##巴塞罗那旅游# O西班牙鲜为人知的梦幻小镇 ​,2017年11月29日 01:33,评论 , 3,
超睬熊灵,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月29日 01:26,评论 , ,
_仲夏萤火,#大咖随手拍#世界这么大带你去看看-巴塞罗那@带着微博去旅行@微博旅游@微博旅拍@lSyssssss#带着微博去旅行##带着微博去巴塞罗那#L米奇_Mc的秒拍视频 ​,2017年11月28日 23:35,评论 , ,
从宇宙黑洞飞出火凤凰,【小天使在人间】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。（塔斯马尼亚旅游局官博）L一条视频的秒拍视频 收起全文d,2017年11月28日 23:26,评论 , ,
中国网,【小天使在人间】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。（塔斯马尼亚旅游局官博）L一条视频的秒拍视频 收起全文d,2017年11月28日 22:26,评论 7, 170,
吃货小妞环游世界,#西班牙旅游攻略# #旅行攻略# #文艺之旅# 巴塞罗那是西班牙的历史名城， 圣家族大教堂，巴特罗之家，米拉之家等建筑都颇具文艺气息，最适合文艺青年去打卡喽。 ​,2017年11月28日 22:23,评论 , 2,
新匠人教育2018最美校花大赛,西班牙位于欧洲西南部的伊比利亚半岛，国土面积50万平方公里，与中国四川省的面积相当，人口4300万。西班牙拥有120多所大学、300多所世界闻名的专业高校和研究中心，专业种类也非常丰富，其中，建筑设计、旅游管理、酒店管理、会展、艺术等专业都是世界闻名的专业。西班牙IE商学院是全球排名第六，与哈佛商学院、麻省理工学院齐名的商学院，其MBA专业全球有名。康普敦斯大学(西班牙排名第一的大学)、 马德里理工大学、马德里卡洛斯三世大学、巴塞罗那自治大学也是西班牙世界著名的大学。 2深圳·华侨城 收起全文d,2017年11月28日 20:26,评论 , 2,深圳·华侨城
巴比伦的naice船,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月28日 19:37,评论 , ,
仙境商爱丽丝,#星光大赏#世界这么大带你去看看-巴塞罗那@带着微博去旅行@微博旅游@微博旅拍@lSyssssss#带着微博去旅行##带着微博去巴塞罗那#L米奇_Mc的秒拍视频 ​,2017年11月28日 19:17,评论 , ,
小妖西游记,近来的巴塞罗那实在有点丧，也就周末午后的城堡公园里，从追逐气泡的孩子，卿卿我我的恋人，练着杂技的嬉皮士身上，还能觅见些许往日的轻松和自在。#旅行新势力##西班牙旅行# @微博旅游 #带着微博去西班牙#2西班牙·巴塞罗那 ​,2017年11月28日 19:08,评论 52, 110,西班牙·巴塞罗那
天涯重庆社区,【天使真的存在】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。@塔斯马尼亚旅游局官博 L一条视频的秒拍视频 收起全文d,2017年11月28日 15:44,评论 , ,
西北信息报,【天使真的存在】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。（塔斯马尼亚旅游局官博 ） L一条视频的秒拍视频 收起全文d,2017年11月28日 15:35,评论 , ,
_吃蜜蜂,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月28日 14:48,评论 , ,
西安青年聚,【天使真的存在】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。（塔斯马尼亚旅游局官博 ）L一条视频的秒拍视频 收起全文d,2017年11月28日 14:43,评论 4, 4,
光明日报,【天使真的存在】当别的孩子还在玩泥巴的时候，9岁的澳洲小男孩Campbell每天都会制作一只泰迪熊，送给正在医院经历病痛的孩子，4年里他一共做了1300只！一些在巴塞罗那恐怖袭击案，拉斯维加斯枪击案里受伤的孩子，也收到了他做的小熊。Campbell说他从没想过停下，会一直做下去。（塔斯马尼亚旅游局官博 ）L一条视频的秒拍视频 收起全文d,2017年11月28日 14:00,评论 17, 147,
莫力茉力,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月28日 13:18,评论 , ,
裤修盘补,【巴塞罗那】气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。有网友评论说，这里是欧洲的度假胜地，艺术和度假的完美结合。 ​,2017年11月28日 13:05,评论 , ,
