USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
维兹_cici,在古埃尔公园认识一位韩国小美女 Photo time~ 2西班牙·Parque Güell ​,2019年12月31日 17:24,评论 , 1,西班牙·Parque Güell
一个有希望的霏材呀,2019.12.29Day 3打卡:古埃尔公园→圣保罗医院→奥林匹克港食:海鲜饭️ 🦞 🦐 🐟 🐚 2西班牙 ​,2019年12月30日 06:20,评论 , 5,西班牙
一颗生煎Plus,#日常##西班牙旅游# 圣诞旅行第三天🎄高迪系列：古埃尔公园🎄圣保罗医院：网红小众景点打卡🙈🎄巴塞罗那大教堂🎄奥林匹克港+沙滩😃🎄终于吃到了海鲜饭，不过还是喜欢黑墨鱼饭多一些 2西班牙 ​,2019年12月30日 04:31,评论 , 7,西班牙
璐到起飞,今日份的  古埃尔公园  2西班牙·古埃尔公园 ​,2019年12月30日 00:14,评论 3, 2,西班牙·古埃尔公园
VivienneJJJ,高迪系列之古埃尔公园 2西班牙·Parque Güell ​,2019年12月29日 17:25,评论 , 4,西班牙·Parque Güell
最爱阳光512,#一起看风景# 西班牙古埃尔公园是高迪为古埃尔伯爵设计的，整个公园不管是石阶、石柱还是弯曲的石椅上都充满了各式的马赛克，色彩斑斓。 ​,2019年12月28日 18:37,评论 , 1,
何谓永恒--无远弗届,对于我来说，巴塞罗那不仅仅是一个地名。而是这里有诺坎普（图一），有梅西（图二），有红与蓝的情结。这里是我2020年一定要来的“应许之地”。因为我曾经告诉过自己，一定要在梅西退役之前现场观战，而且，最好在雨天，因为怕自己的眼泪不够用。一直听说，巴塞罗那的海天，是世界上最为纯净碧蓝的海天（图三、四），看着图片中巴萨罗那的海天，脑海中骤然冒出张若虚与范仲淹的名句混合：海天一色，杳无纤尘；沙鸥翔集，锦鳞游泳。然而，这些都不是最让我心动的，大连如果没有雾霾，滨海路的海天，同样湛蓝纯净。真正让我感触的，是巴塞罗那城市的俯瞰图（图五）。看到这网格化城市布局，你会不会想到大唐的长安城？一个个方形的“坊”（图六），是构成李唐王朝天下名都的拼图。巴塞罗那城市的设计者名叫伊尔德方斯-塞尔达，是该城市格局的规划者与奠基者。一个个网格状的方形街区，拼起了巴塞罗那的城市肌理，其核心理念是“平等”：权贵、富商和劳苦大众应享有同等的空间、通风与采光。网格无差别，市民同福利。稍有不同的是，巴塞罗那的网格街区不是四方形，而是削掉四个角的八边形，这样做，是为了加大车流在路口转弯时的流畅度。要知道，这是塞尔达1859年的规划方案，在那个年代只有马车，汽车还未发明，更没有堵车一说，你不得不钦佩这位规划大师对城市未来的预见性眼光。俯瞰图的中心，是巴塞罗那的地标---神圣家族大教堂（圣家堂）(图七），建筑大师安东尼奥.高迪的手笔（图八，高迪一生设计过很多作品，主要有古埃尔公园、米拉公寓、巴特罗公寓、圣家族大教堂等，其中有17项被西班牙列为国家级文物，7项被联合国科教文组织列为世界文化遗产）。在承诺上缴给政府折合2亿多人民币的罚款后，终于在今年补领到建筑许可证，摘掉了“最牛违建”的帽子。夜晚的圣家堂，在城市灯光掩映下，宛如皇冠上的明珠（图九）。 收起全文d,2019年12月26日 19:17,评论 , ,
村自恋思理孤立,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2019年12月25日 19:36,评论 , ,
Cigaever,#Cigaever的随笔# 圣家堂，米拉之家，古埃尔公园，魔幻喷泉，毕加索，高迪，以及余秋雨笔下的流浪者大街，于我，这些统统不重要。盖因这个时刻，这个地点，有些人，有些事，值得耿耿于怀。 2西班牙·巴塞罗那 ​,2019年12月25日 10:06,评论 2, 3,西班牙·巴塞罗那
忻忻欣欣猩猩傻傻分不清楚,古埃尔公园高迪的又一住宅设计惊叹已经累了附赠花絮：最后三张造作失败 ​,2019年12月25日 06:00,评论 1, 7,
