USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
过欣颜丶懒,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪城，高迪在巴塞罗那留下了古埃尔公园、米拉的家、巴特罗的家、圣家族教会等18个建筑杰作。巴塞罗那把古代文明和现代文明完美结合起来，就像艺术殿堂。巴萨球场在这里。这里也是粉丝的圣地。 ​,2020年12月30日 23:20,评论 , ,
糖果兮兮1988,古埃尔公园这个地方，对我们来说怕是有毒。古埃尔公园，也有叫奎尔公园的，都是ParcGüell的音译。 O绿洲 L糖果兮兮1988的微博视频 ​,2020年12月29日 15:26,评论 , ,
真浩丹火暴,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪城，高迪在巴塞罗那留下了古埃尔公园、米拉的家、巴特罗的家、圣家族教会等18个建筑杰作。巴塞罗那把古代文明和现代文明完美结合起来，就像艺术殿堂。巴萨球场在这里。这里也是粉丝的圣地。 ​,2020年12月28日 23:26,评论 , 1,
用户6380594128,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪城，高迪在巴塞罗那留下了古埃尔公园、米拉的家、巴特罗的家、圣家族教会等18个建筑杰作。巴塞罗那把古代文明和现代文明完美结合起来，就像艺术殿堂。巴萨球场在这里。这里也是粉丝的圣地。 ​,2020年12月25日 23:19,评论 , 1,
心早已走远,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月25日 03:17,评论 , ,
無爱瘋人,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。#旅游攻略# ​,2020年12月24日 21:15,评论 8, 5,
WU_囡致远,巴塞罗那，西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月23日 11:29,评论 , 2,
用安娜优异,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月23日 02:45,评论 , ,
旁奕乁,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月22日 08:15,评论 , 1,
天天兢彩,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月22日 02:53,评论 , 3,
vivian的猜想衷群,巴塞罗那，西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月21日 15:26,评论 , ,
Iris_施,很久很久没有一个人出门逛街了，今天一个人出门为同事挑选了些圣诞小礼物。尽管有许多的不尽人意，但圣诞节还是应该温暖的呀🎄🎁就突然有种感觉，想到在国外的时候，一个人去Festival挑花，一个人去周末集市买新鲜的蔬菜，一个人去waitrose，一个人在凌晨拍星空。甚至一个人逛过古埃尔公园。也总是故意选择一个人搭国际航班。已经太习惯一个人去经历生活里的事情。却没想到回来之后，不知不觉变成了粘人的哭作猫和工作上的“刺儿头”（苦笑）。还能回去那个独立洒脱的人儿吗。脸上写着高冷和无情。 收起全文d,2020年12月20日 21:38,评论 6, 4,
长孙月杉乄粗暴,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪城，高迪在巴塞罗那留下了古埃尔公园、米拉的家、巴特罗的家、圣家族教会等18个建筑杰作。巴塞罗那把古代文明和现代文明完美结合起来，就像艺术殿堂。巴萨球场在这里。这里也是粉丝的圣地。 ​,2020年12月19日 17:29,评论 , ,
清雅地御柔雅,【风景旅行】【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月17日 19:49,评论 , 1,
简淡的幸鉘,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2020年12月16日 04:44,评论 , ,
