USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION
滤垒凡窃,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月31日 18:40,评论 , ,
锋橡兔借,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月31日 17:37,评论 , ,
伊尘Rudy,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队天空510主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月31日 16:15,评论 , ,
米开朗将来,连着两年圣诞都在巴塞罗那过的，超喜欢，早起爬山去古埃尔公园看日出是必须的,2018年12月30日 23:39,评论 , 1,
MuRinG的胃,🎈巴塞罗那古埃尔公园&米拉之家 2西班牙·巴塞罗那 ​,2018年12月31日 06:59,评论 1, 7,西班牙·巴塞罗那
思天QQTw05_b04萌,#旅游风景#【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月31日 03:53,评论 , ,
-小小黛,古埃尔公园-圣十字圣保罗医院 波盖利亚市场 叮~ 2西班牙·巴塞罗那 ​,2018年12月31日 00:21,评论 , ,西班牙·巴塞罗那
KLM荷兰皇家航空,#KLM荷你趣玩# 巴塞罗那是以一个以玩乐和时尚著称的旅游城市。高迪的圣家族大教堂、古埃尔公园、米拉公寓以及巴塞罗那的众多博物馆……来这里享受丰盛的感官盛宴吧！ ​,2018年12月30日 18:30,评论 5, 7,
用户6191331947,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月30日 11:32,评论 , ,
凉茶烫到了嘴,【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作树木510。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月30日 04:38,评论 , ,
cici11go,西班牙约饭和安安约了在国内没吃过的刘一手古埃尔公园让我猝不及防的要收门票了，而且门票居然卖完了，遗憾地在高迪住的小红楼看看夕阳，巴特罗之家居然在修缮，唯一弥补曾经遗憾的是在波盖利亚市场吃了小吃，果汁太好喝 2西班牙·巴塞罗那 ​,2018年12月30日 04:19,评论 , 4,西班牙·巴塞罗那
黄油啤酒和麻瓜,西班牙 Day 4📍巴塞罗那 | 古埃尔公园 - 圣十字圣保罗医院 - 高迪大道 - 圣家堂古埃尔公园 本意是富人居住区 发现地理位置和交通问题卖不出去 所以转交给政府当公园了非常之无聊高迪大道是我真正爱上巴塞罗那的原因 中午有阳光照射的地方暖洋洋的 老人都坐在街边的长椅上晒太阳 旁边是露天餐桌 人们在阳光下进食 真的太美好了 完全符合我想象中的欧洲下午去圣家堂 被光的魅力迷住 教堂两侧的窗户分别是蓝绿和红黄的玻璃碎片 代表着冬春夏秋 即将日落时进去 太阳在红黄玻璃窗这边 整个教堂里面都是枫叶的颜色 圣家堂以自然森林为主题 支撑的柱子都是树干树枝的形状 外面的塔顶也是花或者果实的形状真的很佩服高迪了 一个人支配了整座城 设计的细致和新颖程度 是建筑里外的几乎每一处地方都可以做一番“阅读理解”的程度 晚上的鹅肝牛排Tapas真的赞到…是我目前为止吃过最好吃的鹅肝吧。 2西班牙·巴塞罗那 收起全文d,2018年12月30日 03:44,评论 6, 7,西班牙·巴塞罗那
蔡宗圆股撙胜术,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月30日 02:24,评论 , ,
用户6198591004,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月30日 02:11,评论 , ,
OE热尾,2018年12月29号下午2点左右，在西班牙巴塞罗那的古埃尔公园Parc Gülle入口不远处，被此女和同伙(高个子，同样皮肤和长相)设鸽子屎陷阱企图盗窃！他们用准备好的鸽子屎(绿色涂料，请见图上包上的绿色斑块)喷射到目标的包上，然后趁人慌乱把人叫住，主动递上湿巾帮你擦包，再盗取财物，幸好被拍下正面照，请注意此女，可能他们的目标就是华人游客。已向当地警方报警。希望@西班牙生活资讯 帮忙转发。 2西班牙·AB公园古埃尔高迪公寓(AB Park Güell-Gaudi) 收起全文d,2018年12月29日 23:19,评论 3, 7,西班牙·AB公园古埃尔高迪公寓(AB Park Güell-Gaudi)
小栗猴体,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月29日 22:56,评论 , ,
sendymylove染,#旅游风景#【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2018年12月29日 21:47,评论 , ,
分唇赚幸,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月29日 20:47,评论 , ,
N吃啥都不补智商,【古埃尔公园】古埃尔公园原本是20世纪初被开发作为高档居住区的地块，但14年内只卖出两户，其中有一户便是著名的建筑师高迪。这座公园不管是石阶、石柱和弯曲的石椅上都贴满了各式的马赛克，全由磁砖拼贴而成，色彩灿斓，让人有身处梦境之感。 ​,2018年12月29日 17:38,评论 , ,
自在小姐77,西班牙古埃尔公园，喜欢碎瓷砖拼接出的图案建筑物很美，海鲜饭很棒，路上碰到的妹子很可爱记录#巴塞罗那#2西班牙·古埃尔公园 ​,2018年12月29日 16:52,评论 , ,西班牙·古埃尔公园
